T_MeV,xi,sample_index,rho,mu_MeV,has_s_shape,mu_spinodal_low,mu_spinodal_high
130.0,0.4,1,0.0,-0.0,false,,
130.0,0.4,2,0.0025,77.229377,false,,
130.0,0.4,3,0.005,106.269683,false,,
130.0,0.4,4,0.0075,123.58694,false,,
130.0,0.4,5,0.01,135.914809,false,,
130.0,0.4,6,0.0125,145.479499,false,,
130.0,0.4,7,0.015,153.288492,false,,
130.0,0.4,8,0.0175,159.883041,false,,
130.0,0.4,9,0.02,165.587464,false,,
130.0,0.4,10,0.0225,170.611437,false,,
130.0,0.4,11,0.025,175.098347,false,,
130.0,0.4,12,0.0275,179.150566,false,,
130.0,0.4,13,0.03,182.843746,false,,
130.0,0.4,14,0.0325,186.235367,false,,
130.0,0.4,15,0.035,189.370128,false,,
130.0,0.4,16,0.0375,192.283476,false,,
130.0,0.4,17,0.04,195.003995,false,,
130.0,0.4,18,0.0425,197.555067,false,,
130.0,0.4,19,0.045,199.956069,false,,
130.0,0.4,20,0.0475,202.22323,false,,
130.0,0.4,21,0.05,204.370286,false,,
130.0,0.4,22,0.0525,206.408958,false,,
130.0,0.4,23,0.055,208.349335,false,,
130.0,0.4,24,0.0575,210.200159,false,,
130.0,0.4,25,0.06,211.969054,false,,
130.0,0.4,26,0.0625,213.662714,false,,
130.0,0.4,27,0.065,215.287042,false,,
130.0,0.4,28,0.0675,216.847274,false,,
130.0,0.4,29,0.07,218.348075,false,,
130.0,0.4,30,0.0725,219.793619,false,,
130.0,0.4,31,0.075,221.187655,false,,
130.0,0.4,32,0.0775,222.533563,false,,
130.0,0.4,33,0.08,223.8344,false,,
130.0,0.4,34,0.0825,225.092944,false,,
130.0,0.4,35,0.085,226.311722,false,,
130.0,0.4,36,0.0875,227.493041,false,,
130.0,0.4,37,0.09,228.639014,false,,
130.0,0.4,38,0.0925,229.751579,false,,
130.0,0.4,39,0.095,230.832521,false,,
130.0,0.4,40,0.0975,231.883484,false,,
130.0,0.4,41,0.1,232.905988,false,,
130.0,0.4,42,0.1025,233.90144,false,,
130.0,0.4,43,0.105,234.871146,false,,
130.0,0.4,44,0.1075,235.816319,false,,
130.0,0.4,45,0.11,236.738089,false,,
130.0,0.4,46,0.1125,237.63751,false,,
130.0,0.4,47,0.115,238.515564,false,,
130.0,0.4,48,0.1175,239.373174,false,,
130.0,0.4,49,0.12,240.211201,false,,
130.0,0.4,50,0.1225,241.030455,false,,
130.0,0.4,51,0.125,241.831694,false,,
130.0,0.4,52,0.1275,242.615636,false,,
130.0,0.4,53,0.13,243.382951,false,,
130.0,0.4,54,0.1325,244.134276,false,,
130.0,0.4,55,0.135,244.87021,false,,
130.0,0.4,56,0.1375,245.591318,false,,
130.0,0.4,57,0.14,246.298136,false,,
130.0,0.4,58,0.1425,246.991171,false,,
130.0,0.4,59,0.145,247.670904,false,,
130.0,0.4,60,0.1475,248.337792,false,,
130.0,0.4,61,0.15,248.992266,false,,
130.0,0.4,62,0.155,250.265601,false,,
130.0,0.4,63,0.16,251.49397,false,,
130.0,0.4,64,0.165,252.680148,false,,
130.0,0.4,65,0.17,253.826664,false,,
130.0,0.4,66,0.175,254.935825,false,,
130.0,0.4,67,0.18,256.009744,false,,
130.0,0.4,68,0.185,257.050361,false,,
130.0,0.4,69,0.19,258.05946,false,,
130.0,0.4,70,0.195,259.038685,false,,
130.0,0.4,71,0.2,259.989556,false,,
130.0,0.4,72,0.205,260.913481,false,,
130.0,0.4,73,0.21,261.811765,false,,
130.0,0.4,74,0.215,262.685622,false,,
130.0,0.4,75,0.22,263.536182,false,,
130.0,0.4,76,0.225,264.364497,false,,
130.0,0.4,77,0.23,265.171553,false,,
130.0,0.4,78,0.235,265.958268,false,,
130.0,0.4,79,0.24,266.725507,false,,
130.0,0.4,80,0.245,267.474077,false,,
130.0,0.4,81,0.25,268.204739,false,,
130.0,0.4,82,0.255,268.918208,false,,
130.0,0.4,83,0.26,269.615156,false,,
130.0,0.4,84,0.265,270.296218,false,,
130.0,0.4,85,0.27,270.961994,false,,
130.0,0.4,86,0.275,271.61305,false,,
130.0,0.4,87,0.28,272.24992,false,,
130.0,0.4,88,0.285,272.873112,false,,
130.0,0.4,89,0.29,273.483107,false,,
130.0,0.4,90,0.295,274.080361,false,,
130.0,0.4,91,0.3,274.665305,false,,
130.0,0.4,92,0.31,275.799894,false,,
130.0,0.4,93,0.32,276.889932,false,,
130.0,0.4,94,0.33,277.938194,false,,
130.0,0.4,95,0.34,278.947208,false,,
130.0,0.4,96,0.35,279.91928,false,,
130.0,0.4,97,0.36,280.856523,false,,
130.0,0.4,98,0.37,281.760874,false,,
130.0,0.4,99,0.38,282.634116,false,,
130.0,0.4,100,0.39,283.477894,false,,
130.0,0.4,101,0.4,284.293727,false,,
130.0,0.4,102,0.41,285.08302,false,,
130.0,0.4,103,0.42,285.847078,false,,
130.0,0.4,104,0.43,286.587114,false,,
130.0,0.4,105,0.44,287.304257,false,,
130.0,0.4,106,0.45,287.999558,false,,
130.0,0.4,107,0.46,288.674002,false,,
130.0,0.4,108,0.47,289.328508,false,,
130.0,0.4,109,0.48,289.963938,false,,
130.0,0.4,110,0.49,290.581099,false,,
130.0,0.4,111,0.5,291.18075,false,,
130.0,0.4,112,0.51,291.763607,false,,
130.0,0.4,113,0.52,292.33034,false,,
130.0,0.4,114,0.53,292.881585,false,,
130.0,0.4,115,0.54,293.417939,false,,
130.0,0.4,116,0.55,293.939969,false,,
130.0,0.4,117,0.56,294.448208,false,,
130.0,0.4,118,0.57,294.943163,false,,
130.0,0.4,119,0.58,295.425315,false,,
130.0,0.4,120,0.59,295.895118,false,,
130.0,0.4,121,0.6,296.353005,false,,
130.0,0.4,122,0.61,296.799388,false,,
130.0,0.4,123,0.62,297.234656,false,,
130.0,0.4,124,0.63,297.659183,false,,
130.0,0.4,125,0.64,298.073323,false,,
130.0,0.4,126,0.65,298.477414,false,,
130.0,0.4,127,0.66,298.871779,false,,
130.0,0.4,128,0.67,299.256726,false,,
130.0,0.4,129,0.68,299.63255,false,,
130.0,0.4,130,0.69,299.999532,false,,
130.0,0.4,131,0.7,300.357941,false,,
130.0,0.4,132,0.71,300.708036,false,,
130.0,0.4,133,0.72,301.050065,false,,
130.0,0.4,134,0.73,301.384264,false,,
130.0,0.4,135,0.74,301.71086,false,,
130.0,0.4,136,0.75,302.030073,false,,
130.0,0.4,137,0.76,302.342112,false,,
130.0,0.4,138,0.77,302.647179,false,,
130.0,0.4,139,0.78,302.945467,false,,
130.0,0.4,140,0.79,303.237163,false,,
130.0,0.4,141,0.8,303.522447,false,,
130.0,0.4,142,0.82,304.074462,false,,
130.0,0.4,143,0.84,304.602824,false,,
130.0,0.4,144,0.85,304.858519,false,,
130.0,0.4,145,0.86,305.108751,false,,
130.0,0.4,146,0.88,305.593379,false,,
130.0,0.4,147,0.9,306.057768,false,,
130.0,0.4,148,0.92,306.502913,false,,
130.0,0.4,149,0.94,306.929743,false,,
130.0,0.4,150,0.95,307.136564,false,,
130.0,0.4,151,0.96,307.339131,false,,
130.0,0.4,152,0.98,307.731899,false,,
130.0,0.4,153,1.0,308.10882,false,,
130.0,0.4,154,1.02,308.470624,false,,
130.0,0.4,155,1.04,308.817999,false,,
130.0,0.4,156,1.05,308.986482,false,,
130.0,0.4,157,1.06,309.151599,false,,
130.0,0.4,158,1.08,309.472042,false,,
130.0,0.4,159,1.1,309.779912,false,,
130.0,0.4,160,1.12,310.075769,false,,
130.0,0.4,161,1.14,310.360142,false,,
130.0,0.4,162,1.15,310.498181,false,,
130.0,0.4,163,1.16,310.633536,false,,
130.0,0.4,164,1.18,310.896435,false,,
130.0,0.4,165,1.2,311.149299,false,,
130.0,0.4,166,1.22,311.392569,false,,
130.0,0.4,167,1.24,311.626669,false,,
130.0,0.4,168,1.25,311.740407,false,,
130.0,0.4,169,1.26,311.852004,false,,
130.0,0.4,170,1.28,312.068965,false,,
130.0,0.4,171,1.3,312.277928,false,,
130.0,0.4,172,1.32,312.479253,false,,
130.0,0.4,173,1.34,312.673292,false,,
130.0,0.4,174,1.35,312.767685,false,,
130.0,0.4,175,1.36,312.860382,false,,
130.0,0.4,176,1.38,313.04085,false,,
130.0,0.4,177,1.4,313.215012,false,,
130.0,0.4,178,1.42,313.383178,false,,
130.0,0.4,179,1.44,313.545646,false,,
130.0,0.4,180,1.45,313.624835,false,,
130.0,0.4,181,1.46,313.702709,false,,
130.0,0.4,182,1.48,313.854649,false,,
130.0,0.4,183,1.5,314.001746,false,,
130.0,0.4,184,1.52,314.144271,false,,
130.0,0.4,185,1.54,314.28249,false,,
130.0,0.4,186,1.55,314.350066,false,,
130.0,0.4,187,1.56,314.416664,false,,
130.0,0.4,188,1.58,314.54705,false,,
130.0,0.4,189,1.6,314.673902,false,,
130.0,0.4,190,1.62,314.797467,false,,
130.0,0.4,191,1.64,314.917992,false,,
130.0,0.4,192,1.65,314.97719,false,,
130.0,0.4,193,1.66,315.035719,false,,
130.0,0.4,194,1.68,315.150891,false,,
130.0,0.4,195,1.7,315.263745,false,,
130.0,0.4,196,1.72,315.374518,false,,
130.0,0.4,197,1.74,315.483447,false,,
130.0,0.4,198,1.75,315.537293,false,,
130.0,0.4,199,1.76,315.590766,false,,
130.0,0.4,200,1.78,315.69671,false,,
130.0,0.4,201,1.8,315.801513,false,,
130.0,0.4,202,1.82,315.905408,false,,
130.0,0.4,203,1.84,316.008631,false,,
130.0,0.4,204,1.85,316.060063,false,,
130.0,0.4,205,1.86,316.111415,false,,
130.0,0.4,206,1.88,316.213998,false,,
130.0,0.4,207,1.9,316.316616,false,,
130.0,0.4,208,1.92,316.419508,false,,
130.0,0.4,209,1.94,316.522914,false,,
130.0,0.4,210,1.95,316.574885,false,,
130.0,0.4,211,1.96,316.627077,false,,
130.0,0.4,212,1.98,316.73224,false,,
130.0,0.4,213,2.0,316.838651,false,,
130.0,0.4,214,2.02,316.94656,false,,
130.0,0.4,215,2.04,317.056218,false,,
130.0,0.4,216,2.05,317.111783,false,,
130.0,0.4,217,2.06,317.167882,false,,
130.0,0.4,218,2.08,317.281808,false,,
130.0,0.4,219,2.1,317.39826,false,,
130.0,0.4,220,2.12,317.517502,false,,
130.0,0.4,221,2.14,317.639802,false,,
130.0,0.4,222,2.15,317.702184,false,,
130.0,0.4,223,2.16,317.765433,false,,
130.0,0.4,224,2.18,317.89467,false,,
130.0,0.4,225,2.2,318.027791,false,,
130.0,0.4,226,2.22,318.16508,false,,
130.0,0.4,227,2.24,318.306821,false,,
130.0,0.4,228,2.25,318.379451,false,,
130.0,0.4,229,2.26,318.453303,false,,
130.0,0.4,230,2.28,318.604818,false,,
130.0,0.4,231,2.3,318.761659,false,,
130.0,0.4,232,2.32,318.924121,false,,
130.0,0.4,233,2.34,319.092502,false,,
130.0,0.4,234,2.35,319.179006,false,,
130.0,0.4,235,2.36,319.267101,false,,
130.0,0.4,236,2.38,319.448216,false,,
130.0,0.4,237,2.4,319.636146,false,,
130.0,0.4,238,2.42,319.831187,false,,
130.0,0.4,239,2.44,320.033633,false,,
130.0,0.4,240,2.45,320.137725,false,,
130.0,0.4,241,2.46,320.243777,false,,
130.0,0.4,242,2.48,320.461906,false,,
130.0,0.4,243,2.5,320.688299,false,,
130.0,0.4,244,2.52,320.923231,false,,
130.0,0.4,245,2.54,321.166968,false,,
130.0,0.4,246,2.55,321.292217,false,,
130.0,0.4,247,2.56,321.419763,false,,
130.0,0.4,248,2.58,321.681859,false,,
130.0,0.4,249,2.6,321.953486,false,,
130.0,0.4,250,2.62,322.234856,false,,
130.0,0.4,251,2.64,322.526167,false,,
130.0,0.4,252,2.65,322.675606,false,,
130.0,0.4,253,2.66,322.827594,false,,
130.0,0.4,254,2.68,323.139295,false,,
130.0,0.4,255,2.7,323.461402,false,,
130.0,0.4,256,2.72,323.794027,false,,
130.0,0.4,257,2.74,324.137252,false,,
130.0,0.4,258,2.75,324.312859,false,,
130.0,0.4,259,2.76,324.491136,false,,
130.0,0.4,260,2.78,324.855708,false,,
130.0,0.4,261,2.8,325.230969,false,,
130.0,0.4,262,2.82,325.616891,false,,
130.0,0.4,263,2.84,326.013418,false,,
130.0,0.4,264,2.85,326.215632,false,,
130.0,0.4,265,2.86,326.420462,false,,
130.0,0.4,266,2.88,326.837907,false,,
130.0,0.4,267,2.9,327.26561,false,,
130.0,0.4,268,2.92,327.7034,false,,
130.0,0.4,269,2.94,328.151079,false,,
130.0,0.4,270,2.95,328.378559,false,,
130.0,0.4,271,2.96,328.608426,false,,
130.0,0.4,272,2.98,329.075196,false,,
130.0,0.4,273,3.0,329.551124,false,,
130.2,0.4,1,0.0,-0.0,false,,
130.2,0.4,2,0.0025,76.423304,false,,
130.2,0.4,3,0.005,105.468186,false,,
130.2,0.4,4,0.0075,122.804206,false,,
130.2,0.4,5,0.01,135.148346,false,,
130.2,0.4,6,0.0125,144.726588,false,,
130.2,0.4,7,0.015,152.547041,false,,
130.2,0.4,8,0.0175,159.151468,false,,
130.2,0.4,9,0.02,164.864554,false,,
130.2,0.4,10,0.0225,169.896234,false,,
130.2,0.4,11,0.025,174.390079,false,,
130.2,0.4,12,0.0275,178.448603,false,,
130.2,0.4,13,0.03,182.147561,false,,
130.2,0.4,14,0.0325,185.544513,false,,
130.2,0.4,15,0.035,188.684223,false,,
130.2,0.4,16,0.0375,191.602189,false,,
130.2,0.4,17,0.04,194.327036,false,,
130.2,0.4,18,0.0425,196.882182,false,,
130.2,0.4,19,0.045,199.287031,false,,
130.2,0.4,20,0.0475,201.557839,false,,
130.2,0.4,21,0.05,203.708358,false,,
130.2,0.4,22,0.0525,205.75033,false,,
130.2,0.4,23,0.055,207.693858,false,,
130.2,0.4,24,0.0575,209.547696,false,,
130.2,0.4,25,0.06,211.319482,false,,
130.2,0.4,26,0.0625,213.015917,false,,
130.2,0.4,27,0.065,214.642916,false,,
130.2,0.4,28,0.0675,216.205721,false,,
130.2,0.4,29,0.07,217.709005,false,,
130.2,0.4,30,0.0725,219.156948,false,,
130.2,0.4,31,0.075,220.553304,false,,
130.2,0.4,32,0.0775,221.901458,false,,
130.2,0.4,33,0.08,223.204474,false,,
130.2,0.4,34,0.0825,224.465132,false,,
130.2,0.4,35,0.085,225.685963,false,,
130.2,0.4,36,0.0875,226.869278,false,,
130.2,0.4,37,0.09,228.017193,false,,
130.2,0.4,38,0.0925,229.13165,false,,
130.2,0.4,39,0.095,230.214435,false,,
130.2,0.4,40,0.0975,231.267196,false,,
130.2,0.4,41,0.1,232.291454,false,,
130.2,0.4,42,0.1025,233.28862,false,,
130.2,0.4,43,0.105,234.26,false,,
130.2,0.4,44,0.1075,235.20681,false,,
130.2,0.4,45,0.11,236.130181,false,,
130.2,0.4,46,0.1125,237.031169,false,,
130.2,0.4,47,0.115,237.910758,false,,
130.2,0.4,48,0.1175,238.769872,false,,
130.2,0.4,49,0.12,239.609373,false,,
130.2,0.4,50,0.1225,240.430072,false,,
130.2,0.4,51,0.125,241.23273,false,,
130.2,0.4,52,0.1275,242.018063,false,,
130.2,0.4,53,0.13,242.786746,false,,
130.2,0.4,54,0.1325,243.539413,false,,
130.2,0.4,55,0.135,244.276666,false,,
130.2,0.4,56,0.1375,244.999071,false,,
130.2,0.4,57,0.14,245.707164,false,,
130.2,0.4,58,0.1425,246.401453,false,,
130.2,0.4,59,0.145,247.082421,false,,
130.2,0.4,60,0.1475,247.750523,false,,
130.2,0.4,61,0.15,248.406193,false,,
130.2,0.4,62,0.155,249.681866,false,,
130.2,0.4,63,0.16,250.912505,false,,
130.2,0.4,64,0.165,252.10089,false,,
130.2,0.4,65,0.17,253.249552,false,,
130.2,0.4,66,0.175,254.360804,false,,
130.2,0.4,67,0.18,255.436762,false,,
130.2,0.4,68,0.185,256.479367,false,,
130.2,0.4,69,0.19,257.490406,false,,
130.2,0.4,70,0.195,258.471527,false,,
130.2,0.4,71,0.2,259.424252,false,,
130.2,0.4,72,0.205,260.34999,false,,
130.2,0.4,73,0.21,261.25005,false,,
130.2,0.4,74,0.215,262.125646,false,,
130.2,0.4,75,0.22,262.977909,false,,
130.2,0.4,76,0.225,263.807896,false,,
130.2,0.4,77,0.23,264.616591,false,,
130.2,0.4,78,0.235,265.404916,false,,
130.2,0.4,79,0.24,266.173736,false,,
130.2,0.4,80,0.245,266.923859,false,,
130.2,0.4,81,0.25,267.656048,false,,
130.2,0.4,82,0.255,268.371018,false,,
130.2,0.4,83,0.26,269.069444,false,,
130.2,0.4,84,0.265,269.751961,false,,
130.2,0.4,85,0.27,270.419169,false,,
130.2,0.4,86,0.275,271.071634,false,,
130.2,0.4,87,0.28,271.709894,false,,
130.2,0.4,88,0.285,272.334456,false,,
130.2,0.4,89,0.29,272.945802,false,,
130.2,0.4,90,0.295,273.544387,false,,
130.2,0.4,91,0.3,274.130646,false,,
130.2,0.4,92,0.31,275.267812,false,,
130.2,0.4,93,0.32,276.360363,false,,
130.2,0.4,94,0.33,277.411079,false,,
130.2,0.4,95,0.34,278.42249,false,,
130.2,0.4,96,0.35,279.396907,false,,
130.2,0.4,97,0.36,280.336445,false,,
130.2,0.4,98,0.37,281.243045,false,,
130.2,0.4,99,0.38,282.118493,false,,
130.2,0.4,100,0.39,282.964435,false,,
130.2,0.4,101,0.4,283.782392,false,,
130.2,0.4,102,0.41,284.573773,false,,
130.2,0.4,103,0.42,285.339885,false,,
130.2,0.4,104,0.43,286.081941,false,,
130.2,0.4,105,0.44,286.801072,false,,
130.2,0.4,106,0.45,287.498333,false,,
130.2,0.4,107,0.46,288.174707,false,,
130.2,0.4,108,0.47,288.831116,false,,
130.2,0.4,109,0.48,289.468423,false,,
130.2,0.4,110,0.49,290.087436,false,,
130.2,0.4,111,0.5,290.688917,false,,
130.2,0.4,112,0.51,291.27358,false,,
130.2,0.4,113,0.52,291.842099,false,,
130.2,0.4,114,0.53,292.395109,false,,
130.2,0.4,115,0.54,292.933208,false,,
130.2,0.4,116,0.55,293.456963,false,,
130.2,0.4,117,0.56,293.96691,false,,
130.2,0.4,118,0.57,294.463556,false,,
130.2,0.4,119,0.58,294.947381,false,,
130.2,0.4,120,0.59,295.418842,false,,
130.2,0.4,121,0.6,295.878371,false,,
130.2,0.4,122,0.61,296.326381,false,,
130.2,0.4,123,0.62,296.763262,false,,
130.2,0.4,124,0.63,297.189387,false,,
130.2,0.4,125,0.64,297.605112,false,,
130.2,0.4,126,0.65,298.010775,false,,
130.2,0.4,127,0.66,298.4067,false,,
130.2,0.4,128,0.67,298.793194,false,,
130.2,0.4,129,0.68,299.170553,false,,
130.2,0.4,130,0.69,299.539059,false,,
130.2,0.4,131,0.7,299.898982,false,,
130.2,0.4,132,0.71,300.25058,false,,
130.2,0.4,133,0.72,300.5941,false,,
130.2,0.4,134,0.73,300.929781,false,,
130.2,0.4,135,0.74,301.257849,false,,
130.2,0.4,136,0.75,301.578524,false,,
130.2,0.4,137,0.76,301.892016,false,,
130.2,0.4,138,0.77,302.198526,false,,
130.2,0.4,139,0.78,302.498249,false,,
130.2,0.4,140,0.79,302.791372,false,,
130.2,0.4,141,0.8,303.078073,false,,
130.2,0.4,142,0.82,303.6329,false,,
130.2,0.4,143,0.84,304.164041,false,,
130.2,0.4,144,0.86,304.672717,false,,
130.2,0.4,145,0.88,305.160064,false,,
130.2,0.4,146,0.9,305.627146,false,,
130.2,0.4,147,0.92,306.074954,false,,
130.2,0.4,148,0.94,306.504422,false,,
130.2,0.4,149,0.96,306.916422,false,,
130.2,0.4,150,0.98,307.311777,false,,
130.2,0.4,151,1.0,307.691261,false,,
130.2,0.4,152,1.02,308.055603,false,,
130.2,0.4,153,1.04,308.405494,false,,
130.2,0.4,154,1.06,308.741586,false,,
130.2,0.4,155,1.08,309.064498,false,,
130.2,0.4,156,1.1,309.374815,false,,
130.2,0.4,157,1.12,309.673096,false,,
130.2,0.4,158,1.14,309.959871,false,,
130.2,0.4,159,1.16,310.235645,false,,
130.2,0.4,160,1.18,310.500902,false,,
130.2,0.4,161,1.2,310.756102,false,,
130.2,0.4,162,1.22,311.001687,false,,
130.2,0.4,163,1.24,311.238079,false,,
130.2,0.4,164,1.26,311.465685,false,,
130.2,0.4,165,1.28,311.684895,false,,
130.2,0.4,166,1.3,311.896084,false,,
130.2,0.4,167,1.32,312.099613,false,,
130.2,0.4,168,1.34,312.295834,false,,
130.2,0.4,169,1.36,312.485082,false,,
130.2,0.4,170,1.38,312.667686,false,,
130.2,0.4,171,1.4,312.843961,false,,
130.2,0.4,172,1.42,313.014216,false,,
130.2,0.4,173,1.44,313.17875,false,,
130.2,0.4,174,1.46,313.337853,false,,
130.2,0.4,175,1.48,313.491811,false,,
130.2,0.4,176,1.5,313.640899,false,,
130.2,0.4,177,1.52,313.78539,false,,
130.2,0.4,178,1.54,313.92555,false,,
130.2,0.4,179,1.56,314.061639,false,,
130.2,0.4,180,1.58,314.193913,false,,
130.2,0.4,181,1.6,314.322625,false,,
130.2,0.4,182,1.62,314.448023,false,,
130.2,0.4,183,1.64,314.570352,false,,
130.2,0.4,184,1.66,314.689855,false,,
130.2,0.4,185,1.68,314.806772,false,,
130.2,0.4,186,1.7,314.921341,false,,
130.2,0.4,187,1.72,315.033799,false,,
130.2,0.4,188,1.74,315.14438,false,,
130.2,0.4,189,1.76,315.253319,false,,
130.2,0.4,190,1.78,315.36085,false,,
130.2,0.4,191,1.8,315.467205,false,,
130.2,0.4,192,1.82,315.572618,false,,
130.2,0.4,193,1.84,315.677322,false,,
130.2,0.4,194,1.86,315.781551,false,,
130.2,0.4,195,1.88,315.885541,false,,
130.2,0.4,196,1.9,315.989527,false,,
130.2,0.4,197,1.92,316.093747,false,,
130.2,0.4,198,1.94,316.198441,false,,
130.2,0.4,199,1.96,316.303848,false,,
130.2,0.4,200,1.98,316.410214,false,,
130.2,0.4,201,2.0,316.517783,false,,
130.2,0.4,202,2.02,316.626804,false,,
130.2,0.4,203,2.04,316.737527,false,,
130.2,0.4,204,2.06,316.850208,false,,
130.2,0.4,205,2.08,316.965102,false,,
130.2,0.4,206,2.1,317.08247,false,,
130.2,0.4,207,2.12,317.202577,false,,
130.2,0.4,208,2.14,317.325688,false,,
130.2,0.4,209,2.16,317.452075,false,,
130.2,0.4,210,2.18,317.582011,false,,
130.2,0.4,211,2.2,317.715775,false,,
130.2,0.4,212,2.22,317.853646,false,,
130.2,0.4,213,2.24,317.995909,false,,
130.2,0.4,214,2.26,318.142852,false,,
130.2,0.4,215,2.28,318.294763,false,,
130.2,0.4,216,2.3,318.451935,false,,
130.2,0.4,217,2.32,318.614663,false,,
130.2,0.4,218,2.34,318.783242,false,,
130.2,0.4,219,2.36,318.957971,false,,
130.2,0.4,220,2.38,319.139146,false,,
130.2,0.4,221,2.4,319.327065,false,,
130.2,0.4,222,2.42,319.522025,false,,
130.2,0.4,223,2.44,319.724318,false,,
130.2,0.4,224,2.46,319.934236,false,,
130.2,0.4,225,2.48,320.152066,false,,
130.2,0.4,226,2.5,320.378089,false,,
130.2,0.4,227,2.52,320.612578,false,,
130.2,0.4,228,2.54,320.8558,false,,
130.2,0.4,229,2.56,321.108008,false,,
130.2,0.4,230,2.58,321.369448,false,,
130.2,0.4,231,2.6,321.64035,false,,
130.2,0.4,232,2.62,321.920929,false,,
130.2,0.4,233,2.64,322.211382,false,,
130.2,0.4,234,2.66,322.511891,false,,
130.2,0.4,235,2.68,322.822613,false,,
130.2,0.4,236,2.7,323.143685,false,,
130.2,0.4,237,2.72,323.475222,false,,
130.2,0.4,238,2.74,323.81731,false,,
130.2,0.4,239,2.76,324.170012,false,,
130.2,0.4,240,2.78,324.533362,false,,
130.2,0.4,241,2.8,324.907365,false,,
130.2,0.4,242,2.82,325.291999,false,,
130.2,0.4,243,2.84,325.687211,false,,
130.2,0.4,244,2.86,326.09292,false,,
130.2,0.4,245,2.88,326.509015,false,,
130.2,0.4,246,2.9,326.935358,false,,
130.2,0.4,247,2.92,327.371783,false,,
130.2,0.4,248,2.94,327.818097,false,,
130.2,0.4,249,2.96,328.274083,false,,
130.2,0.4,250,2.98,328.739503,false,,
130.2,0.4,251,3.0,329.214095,false,,
130.4,0.4,1,0.0,-0.0,false,,
130.4,0.4,2,0.0025,75.617664,false,,
130.4,0.4,3,0.005,104.665382,false,,
130.4,0.4,4,0.0075,122.019786,false,,
130.4,0.4,5,0.01,134.38006,false,,
130.4,0.4,6,0.0125,143.971789,false,,
130.4,0.4,7,0.015,151.803663,false,,
130.4,0.4,8,0.0175,158.417947,false,,
130.4,0.4,9,0.02,164.139681,false,,
130.4,0.4,10,0.0225,169.179057,false,,
130.4,0.4,11,0.025,173.67983,false,,
130.4,0.4,12,0.0275,177.744652,false,,
130.4,0.4,13,0.03,181.449382,false,,
130.4,0.4,14,0.0325,184.85166,false,,
130.4,0.4,15,0.035,187.996315,false,,
130.4,0.4,16,0.0375,190.918896,false,,
130.4,0.4,17,0.04,193.648069,false,,
130.4,0.4,18,0.0425,196.207287,false,,
130.4,0.4,19,0.045,198.615981,false,,
130.4,0.4,20,0.0475,200.890431,false,,
130.4,0.4,21,0.05,203.044412,false,,
130.4,0.4,22,0.0525,205.089682,false,,
130.4,0.4,23,0.055,207.036358,false,,
130.4,0.4,24,0.0575,208.893209,false,,
130.4,0.4,25,0.06,210.667884,false,,
130.4,0.4,26,0.0625,212.367094,false,,
130.4,0.4,27,0.065,213.996761,false,,
130.4,0.4,28,0.0675,215.562138,false,,
130.4,0.4,29,0.07,217.067903,false,,
130.4,0.4,30,0.0725,218.518242,false,,
130.4,0.4,31,0.075,219.916917,false,,
130.4,0.4,32,0.0775,221.267316,false,,
130.4,0.4,33,0.08,222.572509,false,,
130.4,0.4,34,0.0825,223.835279,false,,
130.4,0.4,35,0.085,225.058162,false,,
130.4,0.4,36,0.0875,226.243472,false,,
130.4,0.4,37,0.09,227.393328,false,,
130.4,0.4,38,0.0925,228.509675,false,,
130.4,0.4,39,0.095,229.594302,false,,
130.4,0.4,40,0.0975,230.648859,false,,
130.4,0.4,41,0.1,231.674871,false,,
130.4,0.4,42,0.1025,232.673748,false,,
130.4,0.4,43,0.105,233.646801,false,,
130.4,0.4,44,0.1075,234.595247,false,,
130.4,0.4,45,0.11,235.520218,false,,
130.4,0.4,46,0.1125,236.422772,false,,
130.4,0.4,47,0.115,237.303895,false,,
130.4,0.4,48,0.1175,238.164511,false,,
130.4,0.4,49,0.12,239.005484,false,,
130.4,0.4,50,0.1225,239.827628,false,,
130.4,0.4,51,0.125,240.631703,false,,
130.4,0.4,52,0.1275,241.418426,false,,
130.4,0.4,53,0.13,242.188474,false,,
130.4,0.4,54,0.1325,242.942483,false,,
130.4,0.4,55,0.135,243.681054,false,,
130.4,0.4,56,0.1375,244.404754,false,,
130.4,0.4,57,0.14,245.114121,false,,
130.4,0.4,58,0.1425,245.809664,false,,
130.4,0.4,59,0.145,246.491864,false,,
130.4,0.4,60,0.1475,247.16118,false,,
130.4,0.4,61,0.15,247.818044,false,,
130.4,0.4,62,0.155,249.096054,false,,
130.4,0.4,63,0.16,250.32896,false,,
130.4,0.4,64,0.165,251.51955,false,,
130.4,0.4,65,0.17,252.670357,false,,
130.4,0.4,66,0.175,253.783698,false,,
130.4,0.4,67,0.18,254.861691,false,,
130.4,0.4,68,0.185,255.906281,false,,
130.4,0.4,69,0.19,256.919259,false,,
130.4,0.4,70,0.195,257.902274,false,,
130.4,0.4,71,0.2,258.85685,false,,
130.4,0.4,72,0.205,259.7844,false,,
130.4,0.4,73,0.21,260.686233,false,,
130.4,0.4,74,0.215,261.563566,false,,
130.4,0.4,75,0.22,262.417532,false,,
130.4,0.4,76,0.225,263.249188,false,,
130.4,0.4,77,0.23,264.05952,false,,
130.4,0.4,78,0.235,264.849453,false,,
