T_MeV,rho,xi,mu_u_MeV,mu_d_MeV,mu_s_MeV,mu_avg_MeV,pressure_fm4,entropy_fm3,energy_fm4,phi_u,phi_d,phi_s,Phi1,Phi2,iterations,residual_norm,converged,message
60.000000,0.135000,0.000000,355.359341,355.359341,355.359341,355.359341,21.613605,0.075485,-21.473957,-1.775554,-1.775554,-2.217346,0.014284,0.039390,3,0.000000,true,
60.000000,0.140000,0.000000,355.867048,355.867048,355.867048,355.867048,21.613775,0.077488,-21.469022,-1.773013,-1.773013,-2.216987,0.014620,0.039851,3,0.000000,true,
60.000000,0.145000,0.000000,356.349259,356.349259,356.349259,356.349259,21.613942,0.079463,-21.464091,-1.770469,-1.770469,-2.216627,0.014952,0.040301,3,0.000000,true,
60.000000,0.150000,0.000000,356.807706,356.807706,356.807706,356.807706,21.614106,0.081412,-21.459161,-1.767923,-1.767923,-2.216267,0.015279,0.040739,3,0.000000,true,
60.000000,0.160000,0.000000,357.659406,357.659406,357.659406,357.659406,21.614427,0.085236,-21.449309,-1.762823,-1.762823,-2.215547,0.015920,0.041585,3,0.000000,true,
60.000000,0.170000,0.000000,358.432963,358.432963,358.432963,358.432963,21.614738,0.088965,-21.439465,-1.757713,-1.757713,-2.214826,0.016544,0.042393,3,0.000000,true,
60.000000,0.180000,0.000000,359.137338,359.137338,359.137338,359.137338,21.615037,0.092605,-21.429630,-1.752594,-1.752594,-2.214105,0.017154,0.043167,3,0.000000,true,
60.000000,0.190000,0.000000,359.780039,359.780039,359.780039,359.780039,21.615326,0.096163,-21.419805,-1.747464,-1.747464,-2.213383,0.017749,0.043909,3,0.000000,true,
60.000000,0.200000,0.000000,360.367422,360.367422,360.367422,360.367422,21.615605,0.099642,-21.409988,-1.742324,-1.742324,-2.212661,0.018331,0.044623,3,0.000000,true,
60.000000,0.210000,0.000000,360.904913,360.904913,360.904913,360.904913,21.615873,0.103046,-21.400180,-1.737175,-1.737175,-2.211939,0.018900,0.045311,3,0.000000,true,
60.000000,0.220000,0.000000,361.397184,361.397184,361.397184,361.397184,21.616130,0.106379,-21.390382,-1.732015,-1.732015,-2.211215,0.019457,0.045974,3,0.000000,true,
60.000000,0.230000,0.000000,361.848284,361.848284,361.848284,361.848284,21.616377,0.109646,-21.380592,-1.726844,-1.726844,-2.210492,0.020004,0.046615,3,0.000000,true,
60.000000,0.240000,0.000000,362.261749,362.261749,362.261749,362.261749,21.616613,0.112848,-21.370811,-1.721664,-1.721664,-2.209768,0.020539,0.047235,3,0.000000,true,
60.000000,0.250000,0.000000,362.640684,362.640684,362.640684,362.640684,21.616839,0.115989,-21.361039,-1.716473,-1.716473,-2.209043,0.021065,0.047835,3,0.000000,true,
60.000000,0.260000,0.000000,362.987829,362.987829,362.987829,362.987829,21.617054,0.119071,-21.351276,-1.711271,-1.711271,-2.208318,0.021581,0.048418,3,0.000000,true,
60.000000,0.270000,0.000000,363.305618,363.305618,363.305618,363.305618,21.617259,0.122098,-21.341523,-1.706059,-1.706059,-2.207592,0.022087,0.048983,3,0.000000,true,
60.000000,0.280000,0.000000,363.596218,363.596218,363.596218,363.596218,21.617454,0.125070,-21.331778,-1.700836,-1.700836,-2.206866,0.022585,0.049532,3,0.000000,true,
60.000000,0.290000,0.000000,363.861572,363.861572,363.861572,363.861572,21.617637,0.127991,-21.322042,-1.695602,-1.695602,-2.206139,0.023075,0.050066,3,0.000000,true,
60.000000,0.300000,0.000000,364.103425,364.103425,364.103425,364.103425,21.617811,0.130862,-21.312315,-1.690357,-1.690357,-2.205412,0.023556,0.050585,3,0.000000,true,
60.000000,0.320000,0.000000,364.522777,364.522777,364.522777,364.522777,21.618127,0.136463,-21.292887,-1.679835,-1.679835,-2.203957,0.024496,0.051585,3,0.000000,true,
60.000000,0.340000,0.000000,364.865188,364.865188,364.865188,364.865188,21.618401,0.141887,-21.273496,-1.669269,-1.669269,-2.202499,0.025406,0.052536,3,0.000000,true,
60.000000,0.350000,0.000000,365.010428,365.010428,365.010428,365.010428,21.618523,0.144536,-21.263813,-1.663969,-1.663969,-2.201770,0.025851,0.052994,3,0.000000,true,
60.000000,0.360000,0.000000,365.139700,365.139700,365.139700,365.139700,21.618635,0.147146,-21.254139,-1.658658,-1.658658,-2.201040,0.026290,0.053442,3,0.000000,true,
60.000000,0.380000,0.000000,365.353881,365.353881,365.353881,365.353881,21.618827,0.152251,-21.234817,-1.648002,-1.648002,-2.199579,0.027149,0.054309,3,0.000000,true,
60.000000,0.400000,0.000000,365.514119,365.514119,365.514119,365.514119,21.618979,0.157212,-21.215530,-1.637299,-1.637299,-2.198116,0.027984,0.055139,3,0.000000,true,
60.000000,0.420000,0.000000,365.625846,365.625846,365.625846,365.625846,21.619090,0.162039,-21.196277,-1.626550,-1.626550,-2.196651,0.028796,0.055936,3,0.000000,true,
60.000000,0.440000,0.000000,365.693707,365.693707,365.693707,365.693707,21.619161,0.166740,-21.177058,-1.615754,-1.615754,-2.195185,0.029588,0.056702,3,0.000000,true,
60.000000,0.450000,0.000000,365.712458,365.712458,365.712458,365.712458,21.619182,0.169045,-21.167461,-1.610338,-1.610338,-2.194451,0.029977,0.057074,3,0.000000,true,
60.000000,0.460000,0.000000,365.721694,365.721694,365.721694,365.721694,21.619192,0.171322,-21.157873,-1.604911,-1.604911,-2.193717,0.030360,0.057439,3,0.000000,true,
60.000000,0.480000,0.000000,365.713252,365.713252,365.713252,365.713252,21.619182,0.175793,-21.138721,-1.594019,-1.594019,-2.192247,0.031113,0.058149,3,0.000000,true,
60.000000,0.500000,0.000000,365.671365,365.671365,365.671365,365.671365,21.619132,0.180159,-21.119602,-1.583078,-1.583078,-2.190776,0.031849,0.058835,3,0.000000,true,
60.000000,0.520000,0.000000,365.598628,365.598628,365.598628,365.598628,21.619042,0.184426,-21.100517,-1.572088,-1.572088,-2.189304,0.032567,0.059497,3,0.000000,true,
60.000000,0.540000,0.000000,365.497302,365.497302,365.497302,365.497302,21.618911,0.188597,-21.081464,-1.561047,-1.561047,-2.187830,0.033269,0.060138,3,0.000000,true,
60.000000,0.550000,0.000000,365.436547,365.436547,365.436547,365.436547,21.618830,0.190649,-21.071950,-1.555507,-1.555507,-2.187092,0.033614,0.060450,2,0.000000,true,
60.000000,0.560000,0.000000,365.369369,365.369369,365.369369,365.369369,21.618740,0.192679,-21.062445,-1.549955,-1.549955,-2.186354,0.033956,0.060757,2,0.000000,true,
60.000000,0.580000,0.000000,365.216571,365.216571,365.216571,365.216571,21.618528,0.196673,-21.043458,-1.538811,-1.538811,-2.184877,0.034627,0.061356,3,0.000000,true,
60.000000,0.600000,0.000000,365.040449,365.040449,365.040449,365.040449,21.618275,0.200584,-21.024506,-1.527615,-1.527615,-2.183399,0.035284,0.061937,3,0.000000,true,
60.000000,0.620000,0.000000,364.842374,364.842374,364.842374,364.842374,21.617981,0.204413,-21.005587,-1.516364,-1.516364,-2.181920,0.035927,0.062499,3,0.000000,true,
60.000000,0.640000,0.000000,364.623577,364.623577,364.623577,364.623577,21.617645,0.208164,-20.986702,-1.505058,-1.505058,-2.180439,0.036556,0.063044,3,0.000000,true,
60.000000,0.650000,0.000000,364.506760,364.506760,364.506760,364.506760,21.617462,0.210009,-20.977273,-1.499384,-1.499384,-2.179699,0.036865,0.063310,2,0.000000,true,
60.000000,0.660000,0.000000,364.385174,364.385174,364.385174,364.385174,21.617268,0.211836,-20.967852,-1.493696,-1.493696,-2.178958,0.037171,0.063572,2,0.000000,true,
60.000000,0.680000,0.000000,364.128185,364.128185,364.128185,364.128185,21.616849,0.215431,-20.949038,-1.482277,-1.482277,-2.177474,0.037774,0.064083,3,0.000000,true,
60.000000,0.700000,0.000000,363.853556,363.853556,363.853556,363.853556,21.616388,0.218950,-20.930259,-1.470798,-1.470798,-2.175990,0.038364,0.064579,3,0.000000,true,
60.000000,0.720000,0.000000,363.562176,363.562176,363.562176,363.562176,21.615885,0.222393,-20.911518,-1.459259,-1.459259,-2.174505,0.038941,0.065059,3,0.000000,true,
60.000000,0.740000,0.000000,363.254886,363.254886,363.254886,363.254886,21.615339,0.225759,-20.892814,-1.447658,-1.447658,-2.173018,0.039505,0.065524,3,0.000000,true,
60.000000,0.750000,0.000000,363.095531,363.095531,363.095531,363.095531,21.615051,0.227414,-20.883477,-1.441833,-1.441833,-2.172274,0.039783,0.065751,2,0.000000,true,
60.000000,0.760000,0.000000,362.932500,362.932500,362.932500,362.932500,21.614751,0.229049,-20.874149,-1.435993,-1.435993,-2.171530,0.040058,0.065974,2,0.000000,true,
60.000000,0.780000,0.000000,362.595806,362.595806,362.595806,362.595806,21.614120,0.232261,-20.855524,-1.424263,-1.424263,-2.170041,0.040598,0.066409,2,0.000000,true,
60.000000,0.800000,0.000000,362.245578,362.245578,362.245578,362.245578,21.613447,0.235396,-20.836939,-1.412466,-1.412466,-2.168551,0.041126,0.066831,2,0.000000,true,
60.000000,0.820000,0.000000,361.882586,361.882586,361.882586,361.882586,21.612732,0.238453,-20.818395,-1.400599,-1.400599,-2.167060,0.041642,0.067239,2,0.000000,true,
60.000000,0.840000,0.000000,361.507597,361.507597,361.507597,361.507597,21.611975,0.241430,-20.799893,-1.388663,-1.388663,-2.165567,0.042146,0.067633,2,0.000000,true,
60.000000,0.850000,0.000000,361.315844,361.315844,361.315844,361.315844,21.611581,0.242889,-20.790658,-1.382667,-1.382667,-2.164820,0.042394,0.067825,2,0.000000,true,
60.000000,0.860000,0.000000,361.121381,361.121381,361.121381,361.121381,21.611176,0.244328,-20.781434,-1.376653,-1.376653,-2.164073,0.042638,0.068014,2,0.000000,true,
60.000000,0.880000,0.000000,360.724715,360.724715,360.724715,360.724715,21.610337,0.247146,-20.763018,-1.364570,-1.364570,-2.162578,0.043119,0.068382,2,0.000000,true,
60.000000,0.900000,0.000000,360.318386,360.318386,360.318386,360.318386,21.609457,0.249884,-20.744646,-1.352410,-1.352410,-2.161082,0.043588,0.068738,2,0.000000,true,
60.000000,0.920000,0.000000,359.903191,359.903191,359.903191,359.903191,21.608538,0.252541,-20.726318,-1.340172,-1.340172,-2.159585,0.044045,0.069083,2,0.000000,true,
60.000000,0.940000,0.000000,359.479938,359.479938,359.479938,359.479938,21.607581,0.255118,-20.708036,-1.327853,-1.327853,-2.158087,0.044491,0.069415,2,0.000000,true,
60.000000,0.950000,0.000000,359.265547,359.265547,359.265547,359.265547,21.607088,0.256377,-20.698911,-1.321664,-1.321664,-2.157337,0.044709,0.069578,2,0.000000,true,
60.000000,0.960000,0.000000,359.049451,359.049451,359.049451,359.049451,21.606586,0.257615,-20.689798,-1.315453,-1.315453,-2.156587,0.044925,0.069737,2,0.000000,true,
60.000000,0.980000,0.000000,358.612566,358.612566,358.612566,358.612566,21.605555,0.260033,-20.671606,-1.302969,-1.302969,-2.155087,0.045349,0.070048,2,0.000000,true,
60.000000,1.000000,0.000000,358.170133,358.170133,358.170133,358.170133,21.604489,0.262373,-20.653459,-1.290400,-1.290400,-2.153586,0.045761,0.070349,2,0.000000,true,
60.000000,1.050000,0.000000,357.045470,357.045470,357.045470,357.045470,21.601685,0.267891,-20.608286,-1.258591,-1.258591,-2.149829,0.046746,0.071063,3,0.000000,true,
60.000000,1.100000,0.000000,355.905360,355.905360,355.905360,355.905360,21.598704,0.272965,-20.563387,-1.226212,-1.226212,-2.146069,0.047667,0.071727,3,0.000000,true,
60.000000,1.150000,0.000000,354.763953,354.763953,354.763953,354.763953,21.595580,0.277645,-20.518746,-1.193240,-1.193240,-2.142309,0.048531,0.072352,3,0.000000,true,
60.000000,1.200000,0.000000,353.635497,353.635497,353.635497,353.635497,21.592355,0.282001,-20.474342,-1.159660,-1.159660,-2.138551,0.049343,0.072952,3,0.000000,true,
60.000000,1.250000,0.000000,352.533967,352.533967,352.533967,352.533967,21.589073,0.286123,-20.430145,-1.125460,-1.125460,-2.134800,0.050112,0.073538,3,0.000000,true,
60.000000,1.300000,0.000000,351.472527,351.472527,351.472527,351.472527,21.585781,0.290117,-20.386119,-1.090638,-1.090638,-2.131062,0.050849,0.074125,3,0.000000,true,
60.000000,1.350000,0.000000,350.462848,350.462848,350.462848,350.462848,21.582528,0.294104,-20.342220,-1.055200,-1.055200,-2.127344,0.051564,0.074725,3,0.000000,true,
60.000000,1.400000,0.000000,349.514369,349.514369,349.514369,349.514369,21.579356,0.298214,-20.298404,-1.019161,-1.019161,-2.123653,0.052269,0.075351,3,0.000000,true,
60.000000,1.450000,0.000000,348.633646,348.633646,348.633646,348.633646,21.576304,0.302571,-20.254623,-0.982546,-0.982546,-2.120000,0.052977,0.076011,3,0.000000,true,
60.000000,1.500000,0.000000,347.824039,347.824039,347.824039,347.824039,21.573400,0.307286,-20.210837,-0.945386,-0.945386,-2.116393,0.053700,0.076712,3,0.000000,true,
60.000000,1.550000,0.000000,347.085962,347.085962,347.085962,347.085962,21.570662,0.312438,-20.167012,-0.907720,-0.907720,-2.112845,0.054446,0.077455,3,0.000000,true,
60.000000,1.600000,0.000000,346.417796,346.417796,346.417796,346.417796,21.568103,0.318070,-20.123126,-0.869593,-0.869593,-2.109366,0.055223,0.078237,3,0.000000,true,
60.000000,1.650000,0.000000,345.817373,345.817373,345.817373,345.817373,21.565731,0.324183,-20.079171,-0.831060,-0.831060,-2.105969,0.056033,0.079051,3,0.000000,true,
60.000000,1.700000,0.000000,345.283689,345.283689,345.283689,345.283689,21.563557,0.330739,-20.035150,-0.792182,-0.792182,-2.102666,0.056876,0.079887,3,0.000000,true,
60.000000,1.750000,0.000000,344.818447,344.818447,344.818447,344.818447,21.561605,0.337668,-19.991077,-0.753043,-0.753043,-2.099470,0.057749,0.080735,3,0.000000,true,
60.000000,1.800000,0.000000,344.427080,344.427080,344.427080,344.427080,21.559916,0.344885,-19.946969,-0.713752,-0.713752,-2.096394,0.058647,0.081584,3,0.000000,true,
60.000000,1.850000,0.000000,344.119085,344.119085,344.119085,344.119085,21.558550,0.352295,-19.902844,-0.674453,-0.674453,-2.093455,0.059563,0.082425,3,0.000000,true,
60.000000,1.900000,0.000000,343.907617,343.907617,343.907617,343.907617,21.557586,0.359809,-19.858720,-0.635336,-0.635336,-2.090668,0.060494,0.083252,3,0.000000,true,
60.000000,1.950000,0.000000,343.808423,343.808423,343.808423,343.808423,21.557123,0.367345,-19.814607,-0.596638,-0.596638,-2.088047,0.061432,0.084060,3,0.000000,true,
60.000000,2.000000,0.000000,343.838224,343.838224,343.838224,343.838224,21.557268,0.374836,-19.770514,-0.558645,-0.558645,-2.085608,0.062373,0.084848,3,0.000000,true,
60.000000,2.050000,0.000000,344.012714,344.012714,344.012714,344.012714,21.558129,0.382222,-19.726439,-0.521676,-0.521676,-2.083361,0.063314,0.085615,3,0.000000,true,
60.000000,2.100000,0.000000,344.344500,344.344500,344.344500,344.344500,21.559805,0.389459,-19.682379,-0.486063,-0.486063,-2.081314,0.064249,0.086362,3,0.000000,true,
60.000000,2.150000,0.000000,344.841352,344.841352,344.841352,344.841352,21.562375,0.396507,-19.638327,-0.452121,-0.452121,-2.079469,0.065177,0.087091,3,0.000000,true,
60.000000,2.200000,0.000000,345.505200,345.505200,345.505200,345.505200,21.565889,0.403336,-19.594270,-0.420119,-0.420119,-2.077820,0.066093,0.087803,3,0.000000,true,
60.000000,2.250000,0.000000,346.332112,346.332112,346.332112,346.332112,21.570366,0.409918,-19.550198,-0.390250,-0.390250,-2.076359,0.066994,0.088500,3,0.000000,true,
60.000000,2.300000,0.000000,347.313214,347.313214,347.313214,347.313214,21.575797,0.416231,-19.506097,-0.362622,-0.362622,-2.075068,0.067876,0.089182,3,0.000000,true,
60.000000,2.350000,0.000000,348.436232,348.436232,348.436232,348.436232,21.582150,0.422259,-19.461955,-0.337256,-0.337256,-2.073930,0.068737,0.089852,3,0.000000,true,
60.000000,2.400000,0.000000,349.687211,349.687211,349.687211,349.687211,21.589378,0.427990,-19.417759,-0.314098,-0.314098,-2.072925,0.069574,0.090509,3,0.000000,true,
60.000000,2.450000,0.000000,351.052020,351.052020,351.052020,351.052020,21.597430,0.433421,-19.373495,-0.293040,-0.293040,-2.072032,0.070384,0.091157,3,0.000000,true,
60.000000,2.500000,0.000000,352.517450,352.517450,352.517450,352.517450,21.606253,0.438553,-19.329149,-0.273934,-0.273934,-2.071234,0.071167,0.091797,3,0.000000,true,
60.000000,2.550000,0.000000,354.071859,354.071859,354.071859,354.071859,21.615802,0.443398,-19.284707,-0.256620,-0.256620,-2.070512,0.071921,0.092432,3,0.000000,true,
60.000000,2.600000,0.000000,355.705439,355.705439,355.705439,355.705439,21.626035,0.447975,-19.240153,-0.240927,-0.240927,-2.069851,0.072647,0.093065,3,0.000000,true,
60.000000,2.650000,0.000000,357.410213,357.410213,357.410213,357.410213,21.636921,0.452314,-19.195468,-0.226694,-0.226694,-2.069239,0.073347,0.093702,3,0.000000,true,
60.000000,2.700000,0.000000,359.179860,359.179860,359.179860,359.179860,21.648437,0.456451,-19.150633,-0.213765,-0.213765,-2.068664,0.074022,0.094348,3,0.000000,true,
60.000000,2.750000,0.000000,361.009446,361.009446,361.009446,361.009446,21.660565,0.460435,-19.105625,-0.202002,-0.202002,-2.068114,0.074675,0.095007,3,0.000000,true,
60.000000,2.800000,0.000000,362.895114,362.895114,362.895114,362.895114,21.673294,0.464322,-19.060421,-0.191278,-0.191278,-2.067583,0.075310,0.095689,3,0.000000,true,
60.000000,2.850000,0.000000,364.833742,364.833742,364.833742,364.833742,21.686616,0.468181,-19.014993,-0.181480,-0.181480,-2.067060,0.075933,0.096399,3,0.000000,true,
60.000000,2.900000,0.000000,366.822605,366.822605,366.822605,366.822605,21.700526,0.472090,-18.969311,-0.172509,-0.172509,-2.066540,0.076550,0.097146,3,0.000000,true,
60.000000,2.950000,0.000000,368.859029,368.859029,368.859029,368.859029,21.715016,0.476139,-18.923342,-0.164278,-0.164278,-2.066015,0.077167,0.097938,3,0.000000,true,
60.000000,3.000000,0.000000,370.940042,370.940042,370.940042,370.940042,21.730076,0.480424,-18.877050,-0.156710,-0.156710,-2.065479,0.077794,0.098784,3,0.000000,true,
70.000000,0.000000,0.000000,-0.000001,-0.000001,-0.000001,-0.000001,21.608013,0.000016,-21.608007,-1.843293,-1.843293,-2.227009,0.000326,0.000326,50,0.000000,true,
70.000000,0.005000,0.000000,274.885142,274.885142,274.885142,274.885142,21.608295,0.005948,-21.602842,-1.840878,-1.840878,-2.226649,0.001986,0.016554,42,0.000000,true,
70.000000,0.010000,0.000000,290.835034,290.835034,290.835034,290.835034,21.608575,0.010771,-21.597679,-1.838461,-1.838461,-2.226289,0.003145,0.020848,5,0.000000,true,
70.000000,0.015000,0.000000,300.072380,300.072380,300.072380,300.072380,21.608852,0.015175,-21.592519,-1.836042,-1.836042,-2.225929,0.004115,0.023856,4,0.000000,true,
70.000000,0.020000,0.000000,306.561489,306.561489,306.561489,306.561489,21.609126,0.019308,-21.587362,-1.833620,-1.833620,-2.225568,0.004980,0.026247,4,0.000000,true,
70.000000,0.025000,0.000000,311.544737,311.544737,311.544737,311.544737,21.609397,0.023238,-21.582208,-1.831197,-1.831197,-2.225208,0.005773,0.028263,3,0.000000,true,
70.000000,0.030000,0.000000,315.575505,315.575505,315.575505,315.575505,21.609666,0.027007,-21.577057,-1.828771,-1.828771,-2.224848,0.006513,0.030022,3,0.000000,true,
70.000000,0.035000,0.000000,318.948988,318.948988,318.948988,318.948988,21.609932,0.030642,-21.571908,-1.826342,-1.826342,-2.224487,0.007211,0.031593,3,0.000000,true,
70.000000,0.040000,0.000000,321.841391,321.841391,321.841391,321.841391,21.610196,0.034162,-21.566762,-1.823912,-1.823912,-2.224126,0.007875,0.033018,3,0.000000,true,
70.000000,0.045000,0.000000,324.366369,324.366369,324.366369,324.366369,21.610457,0.037582,-21.561618,-1.821479,-1.821479,-2.223765,0.008511,0.034327,3,0.000000,true,
70.000000,0.050000,0.000000,326.601524,326.601524,326.601524,326.601524,21.610715,0.040913,-21.556478,-1.819044,-1.819044,-2.223405,0.009122,0.035540,3,0.000000,true,
70.000000,0.055000,0.000000,328.602207,328.602207,328.602207,328.602207,21.610970,0.044164,-21.551340,-1.816607,-1.816607,-2.223044,0.009712,0.036673,3,0.000000,true,
