window_id,channel,xi,band,ds_left,ds_right,area_invabs_den_simple,area_invabs_detM,area_abs_D_total_sq,area_sigma,prefactor,omega_bin,omega_sigma_bin,sigma_eff_bin,rate_bin,rate_func
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,2,0.02,0.05,0.07180297883332493,0.0,0.04502187232361189,2.0420167330050025e-5,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,3,0.05,0.1,0.22640981224643594,0.0,0.1419633812607377,7.862531844667414e-5,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,4,0.1,0.2,0.46295254350572085,0.0,0.2902803009606113,0.0002411414928259905,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,5,0.2,0.5,1.489073370533999,0.0,0.9336781322721028,0.0017741591198032623,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,6,0.5,1.0,2.5757048228727415,0.0,1.6150173093496747,0.008536404006234538,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,7,1.0,2.0,7.041519104498042,0.0,4.415170223270037,0.06262201769291606,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,1,0.0,0.02,,,,,0.003850714107235667,0.0003567172011260148,7.237552042051371e-9,2.0289327285606885e-5,2.7869743750179523e-11,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,2,0.02,0.05,,,,,0.003850714107235667,0.0018346762926933274,1.7848334217571941e-6,0.0009728328800374025,6.872883236226134e-9,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,3,0.05,0.1,,,,,0.003850714107235667,0.007130343972371557,1.1551737615489096e-5,0.0016200813958273854,4.448243899904877e-8,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,4,0.1,0.2,,,,,0.003850714107235667,0.032271615147255885,8.221605077251568e-5,0.0025476273932173075,3.1659050655092996e-7,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,5,0.2,0.5,,,,,0.003850714107235667,0.2809039832654334,0.0018415074454528834,0.006555647321358186,7.091118698784933e-6,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,6,0.5,1.0,,,,,0.003850714107235667,1.1862566387918765,0.023015987816894512,0.019402199375958617,8.862798897847994e-5,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,7,1.0,2.0,,,,,0.003850714107235667,4.867168236144295,0.326507816193481,0.06708373336446166,0.0012572882539389474,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,8,2.0,5.0,,,,,0.003850714107235667,25.70292089176199,10.086982489834162,0.3924449883463294,0.03884208577304356,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,9,5.0,10.0,,,,,0.003850714107235667,52.210904458324045,36.144359996555096,0.6922760747308325,0.1391815969357392,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,10,10.0,20.0,,,,,0.003850714107235667,93.6934458104512,30.583339844497214,0.3264192023246704,0.11776769818558809,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.47,11,20.0,,,,,,0.003850714107235667,118.1472068327342,13.290949246761624,0.1124948240678949,0.051179645763058244,0.34832440199085574
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.46,1,0.0,0.02,0.09324898387485707,0.0,0.058478376880553254,2.242820837724521e-5,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.46,2,0.02,0.05,0.07292315990201231,0.0,0.04573162999602992,2.1307743812842127e-5,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.46,3,0.05,0.1,0.22995773374030043,0.0,0.14421127675032067,8.170287761981272e-5,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.46,4,0.1,0.2,0.4702812765701051,0.0,0.2949231679354475,0.00024877229106802414,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.46,5,0.2,0.5,1.5133169875555779,0.0,0.9490325519984572,0.0018121277558650814,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.46,6,0.5,1.0,2.6203103620533095,0.0,1.6432511168359067,0.008672163659542646,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,usbar_to_usbar,-0.46,7,1.0,2.0,7.178327363078668,0.0,4.501678361165368,0.06361550346268358,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.48,1,0.0,0.02,0.0,341697.83420230285,42.86374277581496,3.946849903171828,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.48,2,0.02,0.05,0.0,77494.04302518694,9.776350991358472,0.9053129714506559,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.48,3,0.05,0.1,0.0,143272.15644090524,18.17271114661012,1.6918772446458852,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.48,4,0.1,0.2,0.0,144207.4167851859,18.524299026369277,1.7460406735294758,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.48,5,0.2,0.5,0.0,181790.8228940358,24.1289992928184,2.3457967857591933,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.48,6,0.5,1.0,0.0,102932.46860904146,14.776160198860907,1.540433124514977,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.48,7,1.0,2.0,0.0,87551.69282335775,14.412651608384442,1.6902935357308622,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,1,0.0,0.02,0.0,1.140770121712667e6,144.58287266300226,13.530209285851738,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,2,0.02,0.05,0.0,83255.28564656933,10.62114133519795,1.0001887505609488,,,,,,
mode_a_muB0p0_alpha1p2_xim0p47_supplement,ssbar_to_ssbar,-0.47,3,0.05,0.1,0.0,144914.885205519,18.5913620517256,1.760102217854362,,,,,,
