T_MeV,xi,method,m0,g0,mass,gamma,residual,converged
255.0,-0.3,trust_region,2.62,2.6,2.5865524422459005,1.123296087244156,0.07048051425350033,true
255.0,-0.3,newton,2.62,2.62,2.863278324162179,3.299392300054329,0.15971561857101962,false
255.0,-0.3,trust_region,2.62,2.62,2.597965870791686,1.1607908400466735,0.06824657030425132,false
255.0,-0.3,newton,2.62,2.64,3.686663885567558,-1.3609953637454524,0.3302537676089677,false
255.0,-0.3,trust_region,2.62,2.64,2.6017999520304063,1.1741298617696911,0.06746856207895731,false
255.0,-0.3,newton,2.62,2.66,2.199257266653671,1.6896385471137947,0.12695013690811957,false
255.0,-0.3,trust_region,2.62,2.66,2.587233151869544,1.1254475785340117,0.070350493099473,false
255.0,-0.3,newton,2.62,2.68,2.8044529616780585,-0.8723521816624915,0.17113999864551493,false
255.0,-0.3,trust_region,2.62,2.68,2.592461134158678,1.1423146312185997,0.06933867379525384,false
255.0,-0.3,newton,2.62,2.7,2.600673306104609,2.534399988337365,0.11975012939906594,false
255.0,-0.3,trust_region,2.62,2.7,2.556925797235456,1.0382939343031024,0.07581408961013453,true
255.0,-0.3,newton,2.62,2.72,2.619593900073212,2.547962659787068,0.12442266380776204,false
255.0,-0.3,trust_region,2.62,2.72,2.570643461993442,1.075723136366412,0.07341820317468552,false
255.0,-0.3,newton,2.62,2.74,2.602799800269374,2.535888076517837,0.12024170725763968,false
255.0,-0.3,trust_region,2.62,2.74,2.5818597643132617,1.1087399688668944,0.07136672144391694,false
255.0,-0.3,newton,2.62,2.76,2.019889157498067,0.82888606291879,0.1334321978181464,false
255.0,-0.3,trust_region,2.62,2.76,2.577428223368975,1.0954144289743417,0.07218809209952498,true
255.0,-0.3,newton,2.62,2.78,2.7359465427351792,2.488510993154451,0.12332228640364054,false
255.0,-0.3,trust_region,2.62,2.78,2.595539842364427,1.1525515595707232,0.06873139457136183,false
255.0,-0.3,newton,2.62,2.8,2.62027084537482,2.5483368494502225,0.12459797960710328,false
255.0,-0.3,trust_region,2.62,2.8,2.596951472125612,1.157329239444389,0.0684500080141236,false
255.0,-0.3,newton,2.64,1.8,2.9722723482559874,-1.2623361402572706,0.20793158675837808,false
255.0,-0.3,trust_region,2.64,1.8,2.6395399344404704,1.3361123659085032,0.05871464207532651,false
255.0,-0.3,newton,2.64,1.82,2.4077743101253226,2.2426441631708673,0.11415254522347168,false
255.0,-0.3,trust_region,2.64,1.82,2.63961422493546,1.3365174706206673,0.05869441956051676,false
255.0,-0.3,newton,2.64,1.84,2.608005721212335,2.540609286488898,0.12152782225307074,false
255.0,-0.3,trust_region,2.64,1.84,2.6399034225292617,1.3380786250475298,0.058616212295899105,false
255.0,-0.3,newton,2.64,1.86,2.7306157905955515,2.5366578306399017,0.12735243751917097,false
255.0,-0.3,trust_region,2.64,1.86,2.6397385129785604,1.337187512884468,0.05866083889591836,false
255.0,-0.3,newton,2.64,1.88,2.73450916671972,2.482027087183088,0.12317422639471642,false
255.0,-0.3,trust_region,2.64,1.88,2.6400386326251155,1.3388140239715418,0.05857946397423215,false
