T_MeV,mu_MeV,rho,xi,phi_u,phi_d,phi_s,Phi1,Phi2,mu_u_MeV,mu_d_MeV,mu_s_MeV
130.0,3.4638117779406114e-9,0.0,0.0,-1.8397922941318927,-1.8397922941318936,-2.2257289555863924,0.019772111651385114,0.01977211165224011,3.4638117779406114e-9,3.4638117779406114e-9,3.4638117779406114e-9
130.0,187.49183816449985,0.05,0.0,-1.8221379199882133,-1.8221379199882122,-2.220721819938493,0.031004735034477027,0.07902953252006177,187.49183816449982,187.49183816449982,187.49183816449982
130.0,215.91760913156307,0.1,0.0,-1.8038892641925093,-1.8038892641925106,-2.2155934456538806,0.04569991747378626,0.10015678598045666,215.91760913156307,215.91760913156307,215.91760913156307
130.0,231.89469868585658,0.15,0.0,-1.7854902914035862,-1.7854902914035866,-2.2104718804959393,0.05823458036646833,0.11533700191494138,231.89469868585658,231.89469868585658,231.89469868585658
130.0,242.78142261399543,0.2,0.0,-1.7669378122232222,-1.7669378122232207,-2.205357796407968,0.06943710737817387,0.1276816317539897,242.78142261399543,242.78142261399543,242.78142261399543
130.0,250.8842579136718,0.25,0.0,-1.7482273016148537,-1.7482273016148526,-2.2002515277238235,0.07969397267268731,0.13830741056854545,250.88425791367177,250.88425791367177,250.88425791367177
130.0,257.2304645244369,0.3,0.0,-1.7293538670447346,-1.7293538670447346,-2.1951533477934655,0.08922326992925865,0.14775661147720145,257.2304645244369,257.2304645244369,257.2304645244369
130.0,266.62333593733564,0.4,0.0,-1.6910975127118775,-1.6910975127118768,-2.184982247383826,0.10660744719738861,0.16424285991541274,266.62333593733564,266.62333593733564,266.62333593733564
130.0,273.2643801899566,0.5,0.0,-1.652125281203689,-1.6521252812036866,-2.1748463737900225,0.12226550525132941,0.17850883081827917,273.2643801899566,273.2643801899566,273.2643801899566
130.0,283.4421889513606,0.75,0.0,-1.55124705730457,-1.5512470573045698,-2.1496720041043176,0.15597867674963853,0.2081047723953226,283.4421889513606,283.4421889513606,283.4421889513606
130.0,288.7467312289766,1.0,0.0,-1.444759156625474,-1.444759156625469,-2.1247534623127824,0.18400023184267997,0.23206196752278205,288.7467312289766,288.7467312289766,288.7467312289766
130.0,291.4739793709362,1.25,0.0,-1.3316588152272057,-1.3316588152272055,-2.100115794121228,0.20776278194403788,0.2521569553667429,291.4739793709362,291.4739793709362,291.4739793709362
130.0,292.67638963277676,1.5,0.0,-1.2107502647780628,-1.2107502647780626,-2.07579161145319,0.22814090423318054,0.2693118808572714,292.67638963277676,292.67638963277676,292.67638963277676
130.0,292.98448398756585,1.75,0.0,-1.080682277209355,-1.0806822772093547,-2.0518347436911233,0.24577098392554148,0.28413512100830457,292.98448398756585,292.98448398756585,292.98448398756585
130.0,292.9058440705611,2.0,0.0,-0.9402274470458405,-0.9402274470458399,-2.0283443544148656,0.26118561311689675,0.29711653073243854,292.9058440705611,292.9058440705611,292.9058440705611
130.0,293.00660698260646,2.25,0.0,-0.7893662902644769,-0.7893662902644789,-2.005503713356231,0.2749069786911846,0.30874061986040174,293.00660698260646,293.00660698260646,293.00660698260646
130.0,294.06268585767833,2.5,0.0,-0.632497658957483,-0.6324976589574829,-1.9836096905349554,0.28753731190923454,0.31958259685840246,294.06268585767833,294.06268585767833,294.06268585767833
130.0,296.9930652130142,2.75,0.0,-0.4837142073976671,-0.4837142073976693,-1.962937212117545,0.2997597321930891,0.3303012958047996,296.9930652130142,296.9930652130142,296.9930652130142
130.0,302.16118814026436,3.0,0.0,-0.3630298337045946,-0.3630298337045954,-1.9432657080281754,0.31202028689716843,0.3412970378798958,302.16118814026436,302.16118814026436,302.16118814026436
140.0,8.761965698240125e-7,0.0,0.0,-1.8353153365871206,-1.8353153365871206,-2.2239236862723146,0.03221756197236438,0.03221756226634279,8.761965698240124e-7,8.761965698240124e-7,8.761965698240124e-7
140.0,149.142635558868,0.05,0.0,-1.8194640006780338,-1.8194640006780336,-2.218849378479456,0.040741169822844155,0.08523984100209983,149.142635558868,149.142635558868,149.142635558868
140.0,179.85754154021467,0.1,0.0,-1.8022177439249176,-1.8022177439249176,-2.2133697122909073,0.05684439944453201,0.10814362328987638,179.85754154021467,179.85754154021467,179.85754154021467
140.0,197.21847530820818,0.15,0.0,-1.7848284224405604,-1.7848284224405602,-2.207888878977891,0.07100629531188929,0.12485378972027,197.21847530820816,197.21847530820816,197.21847530820816
140.0,209.1157999198298,0.2,0.0,-1.7673051642770783,-1.767305164277079,-2.2024116659423383,0.08383501484910932,0.13860649936846625,209.11579991982984,209.11579991982984,209.11579991982984
140.0,218.02917800480824,0.25,0.0,-1.7496462628334195,-1.749646262833419,-2.196939430490644,0.09567835780390445,0.15056752722712466,218.02917800480824,218.02917800480824,218.02917800480824
140.0,225.06372274546257,0.3,0.0,-1.7318480639424163,-1.7318480639424167,-2.191472951875883,0.10674543551413038,0.16130161027110584,225.06372274546257,225.06372274546257,225.06372274546257
140.0,235.6160277911866,0.4,0.0,-1.6958161127897549,-1.695816112789755,-2.180559618306943,0.127053573272674,0.1802459009484247,235.61602779118658,235.61602779118658,235.61602779118658
140.0,243.25047986781559,0.5,0.0,-1.6591710292494912,-1.6591710292494917,-2.16967580169383,0.14543614239398597,0.19684631343989678,243.25047986781559,243.25047986781559,243.25047986781559
140.0,255.58837527834888,0.75,0.0,-1.5645944980059674,-1.564594498005967,-2.142617820253123,0.18512612816470794,0.23177252370240256,255.58837527834888,255.58837527834888,255.58837527834888
140.0,262.8565120762659,1.0,0.0,-1.4651836818082946,-1.4651836818082942,-2.1158107793771266,0.21802470525476142,0.2603254057755342,262.8565120762659,262.8565120762659,262.8565120762659
140.0,267.4413810041974,1.25,0.0,-1.360081866630935,-1.3600818666309342,-2.089288332382114,0.24571867971008593,0.28430436526547803,267.4413810041974,267.4413810041974,267.4413810041974
140.0,270.3929744842122,1.5,0.0,-1.2482900897125382,-1.248290089712537,-2.0630802568127145,0.2692569725439843,0.30470671999536963,270.3929744842122,270.3929744842122,270.3929744842122
140.0,272.3035347997906,1.75,0.0,-1.1286731761911601,-1.1286731761911577,-2.0372243370837073,0.2894309015751793,0.32222853426242365,272.3035347997906,272.3035347997906,272.3035347997906
140.0,273.60679578669556,2.0,0.0,-1.0000831273542155,-1.0000831273542157,-2.011783693435626,0.3068773381617608,0.3374205154548655,273.60679578669556,273.60679578669556,273.60679578669556
140.0,274.73081305592467,2.25,0.0,-0.8618702235896845,-0.861870223589685,-1.986872820062098,0.32214344818103774,0.3507648440971288,274.73081305592467,274.73081305592467,274.73081305592467
140.0,276.21988874242186,2.5,0.0,-0.7154930674758576,-0.7154930674758592,-1.9626886839741058,0.33574927742430305,0.36273918967122804,276.21988874242186,276.21988874242186,276.21988874242186
140.0,278.80189785298074,2.75,0.0,-0.5681967294805119,-0.5681967294805124,-1.9394916234981534,0.34823930244507123,0.3738642296436322,278.80189785298074,278.80189785298074,278.80189785298074
140.0,283.13902575031256,3.0,0.0,-0.43570871847268405,-0.43570871847268466,-1.9173696712659705,0.36012393312946034,0.3846274792801925,283.13902575031256,283.13902575031256,283.13902575031256
150.0,-2.2175142211264053e-8,0.0,0.0,-1.8255006101253413,-1.8255006101253415,-2.219780257313493,0.05305363784528255,0.05305363783552013,-2.2175142211264053e-8,-2.2175142211264053e-8,-2.2175142211264053e-8
150.0,105.11680877811868,0.05,0.0,-1.8124729238445292,-1.8124729238445283,-2.2151385527339773,0.058086144844341846,0.0936852197305767,105.11680877811867,105.11680877811867,105.11680877811867
150.0,137.5405662561482,0.1,0.0,-1.7961006008239915,-1.7961006008239915,-2.2093373388950694,0.07471008760143136,0.1179834350332311,137.5405662561482,137.5405662561482,137.5405662561482
150.0,156.05798552350214,0.15,0.0,-1.7794694882459423,-1.7794694882459419,-2.2034825450195603,0.09031455329819078,0.13632342221943305,156.05798552350214,156.05798552350214,156.05798552350214
150.0,168.80518935600304,0.2,0.0,-1.7626893037625213,-1.7626893037625213,-2.1976158020952883,0.10481499563129623,0.15171713764089287,168.80518935600304,168.80518935600304,168.80518935600304
150.0,178.39967283097937,0.25,0.0,-1.7457797783166735,-1.7457797783166735,-2.1917466466354854,0.11839090343898598,0.16530238681052378,178.39967283097937,178.39967283097937,178.39967283097937
150.0,186.01607541252272,0.3,0.0,-1.7287450288795605,-1.7287450288795605,-2.185879097848346,0.13118785385149603,0.1776352381775254,186.01607541252272,186.01607541252272,186.01607541252272
150.0,197.57418275033055,0.4,0.0,-1.6942958030299613,-1.6942958030299609,-2.1741577591478127,0.154837037944988,0.19967623682037408,197.57418275033052,197.57418275033052,197.57418275033052
150.0,206.1202516026037,0.5,0.0,-1.6593195910156449,-1.6593195910156433,-2.162464806618801,0.1763134265896958,0.21920095382204732,206.1202516026037,206.1202516026037,206.1202516026037
150.0,220.6703237429605,0.75,0.0,-1.569341751227549,-1.5693417512275492,-2.133408727742691,0.2223977315781079,0.2604667159679348,220.67032374296053,220.67032374296053,220.67032374296053
150.0,230.1900844821274,1.0,0.0,-1.4752044542652243,-1.4752044542652232,-2.1046601343808113,0.25980898486555015,0.29385595349943905,230.19008448212736,230.19008448212736,230.19008448212736
150.0,237.015912674688,1.25,0.0,-1.3761402984008089,-1.3761402984008078,-2.076247840865389,0.2905185014423188,0.321352862084101,237.015912674688,237.015912674688,237.015912674688
150.0,242.11603054763052,1.5,0.0,-1.271275218548865,-1.2712752185488645,-2.0481812173393363,0.3160300943825624,0.34427993673383245,242.11603054763052,242.11603054763052,242.11603054763052
150.0,246.02203853208331,1.75,0.0,-1.1596336418185749,-1.1596336418185738,-2.020474352431167,0.33749507439246895,0.3636261577353333,246.02203853208331,246.02203853208331,246.02203853208331
150.0,249.11588773601864,2.0,0.0,-1.0402040939659514,-1.0402040939659527,-1.99316458660609,0.3557850211935795,0.3801471026664796,249.11588773601864,249.11588773601864,249.11588773601864
150.0,251.75412498496803,2.25,0.0,-0.9122223335194127,-0.9122223335194142,-1.9663331501859045,0.3715679108274703,0.3944345574403457,251.75412498496803,251.75412498496803,251.75412498496803
150.0,254.3558788597688,2.5,0.0,-0.7760691388344341,-0.7760691388344343,-1.9401318658164775,0.385379998253868,0.40697944573974515,254.3558788597688,254.3558788597688,254.3558788597688
150.0,257.47530626239586,2.75,0.0,-0.6355240981877968,-0.635524098187799,-1.9147952881888761,0.397689384886304,0.41822839690427077,257.47530626239586,257.47530626239586,257.47530626239586
150.0,261.74616640607803,3.0,0.0,-0.5009981730936025,-0.5009981730936025,-1.8905378174025933,0.40892922713261964,0.4286053762129105,261.74616640607803,261.74616640607803,261.74616640607803
160.0,1.3847473950272041e-7,0.0,0.0,-1.801531082853296,-1.8015310828532958,-2.2093144780250387,0.09382492531336638,0.0938249253911433,1.3847473950272041e-7,1.3847473950272041e-7,1.3847473950272041e-7
160.0,57.11662756812658,0.05,0.0,-1.7931126902316343,-1.793112690231635,-2.206029769532542,0.09612974758923351,0.11603369113118055,57.11662756812659,57.11662756812659,57.11662756812659
160.0,87.54005025233465,0.1,0.0,-1.7782432329510276,-1.7782432329510274,-2.200249071691764,0.11103041196337866,0.13897434105431214,87.54005025233465,87.54005025233465,87.54005025233465
160.0,106.17583210099734,0.15,0.0,-1.7621481845740052,-1.7621481845740037,-2.1940245446039763,0.12746044124811845,0.15861956718603284,106.17583210099734,106.17583210099734,106.17583210099734
160.0,119.26495206264993,0.2,0.0,-1.7456284914383642,-1.7456284914383637,-2.187674115461524,0.14362118668455034,0.17598525326802916,119.26495206264993,119.26495206264993,119.26495206264993
160.0,129.23813001834804,0.25,0.0,-1.7288854866573542,-1.728885486657353,-2.18128073251852,0.15914858582262412,0.19174756586193922,129.23813001834804,129.23813001834804,129.23813001834804
160.0,137.25543909607055,0.3,0.0,-1.71199331673136,-1.7119933167313606,-2.174877434244924,0.17395663683927273,0.20628743666312588,137.25543909607055,137.25543909607055,137.25543909607055
160.0,149.7123155272116,0.4,0.0,-1.6778791897118115,-1.677879189711811,-2.1621022182400456,0.20138059731853838,0.23251119264978412,149.7123155272116,149.7123155272116,149.7123155272116
160.0,159.31334574475244,0.5,0.0,-1.6433948299605172,-1.6433948299605166,-2.1494183263880795,0.22598903081686444,0.25565368487574625,159.31334574475244,159.31334574475244,159.31334574475244
160.0,177.0224066615605,0.75,0.0,-1.5555009537765905,-1.5555009537765898,-2.118222095836912,0.2767397707557783,0.30306058624019455,177.0224066615605,177.0224066615605,177.0224066615605
160.0,189.91903870320536,1.0,0.0,-1.4645226744806874,-1.4645226744806876,-2.0876984931991958,0.31550947043441796,0.339313609263817,189.91903870320536,189.91903870320536,189.91903870320536
160.0,199.9261378480355,1.25,0.0,-1.3694505522514817,-1.369450552251482,-2.057692641917956,0.3459319936773488,0.36783431009089723,199.9261378480355,199.9261378480355,199.9261378480355
160.0,207.88414951512775,1.5,0.0,-1.2693085089998153,-1.269308508999815,-2.0280959896972233,0.3705090270425176,0.39090623003626657,207.88414951512775,207.88414951512775,207.88414951512775
160.0,214.3201596101563,1.75,0.0,-1.163148949371376,-1.1631489493713745,-1.99886390105373,0.3908637299524422,0.4100191314704497,214.3201596101563,214.3201596101563,214.3201596101563
160.0,219.64032774258013,2.0,0.0,-1.050064037956474,-1.0500640379564756,-1.9700083832426785,0.4080617719975841,0.42616218128882394,219.64032774258013,219.64032774258013,219.64032774258013
160.0,224.2128360489511,2.25,0.0,-0.9293779636905434,-0.9293779636905415,-1.9416017646383423,0.4228280722146236,0.44001788949797577,224.2128360489511,224.2128360489511,224.2128360489511
160.0,228.43179616144621,2.5,0.0,-0.8012871935009575,-0.8012871935009569,-1.9137943786323286,0.4356799067685336,0.4520832675194823,228.43179616144624,228.43179616144624,228.43179616144624
160.0,232.77471525728382,2.75,0.0,-0.6684445227058258,-0.6684445227058277,-1.886829612692593,0.44701205602405586,0.46274902328431744,232.77471525728382,232.77471525728382,232.77471525728382
160.0,237.7912403735079,3.0,0.0,-0.5384696217844986,-0.5384696217844988,-1.86098130893728,0.45715459507742245,0.4723503767230077,237.7912403735079,237.7912403735079,237.7912403735079
170.0,-4.5108008503834345e-13,0.0,0.0,-1.7032680096157136,-1.7032680096157133,-2.166173062467149,0.23141257501280124,0.23141257501280083,-4.5108008503834345e-13,-4.5108008503834345e-13,-4.5108008503834345e-13
170.0,17.06922196376127,0.05,0.0,-1.700162795750043,-1.7001627957500436,-2.1648990734476836,0.2329420416556001,0.2364714807619178,17.06922196376127,17.06922196376127,17.06922196376127
170.0,32.4738734911655,0.1,0.0,-1.6918595307801203,-1.6918595307801216,-2.1615032474111406,0.24004422647705276,0.24647738027519506,32.4738734911655,32.4738734911655,32.4738734911655
170.0,45.687294863441956,0.15,0.0,-1.6802824320479512,-1.6802824320479535,-2.1567953799207116,0.25030869193885386,0.25886342188555267,45.68729486344195,45.68729486344195,45.68729486344195
170.0,56.966274427820736,0.2,0.0,-1.6669156587392369,-1.666915658739238,-2.1513997238820437,0.2618086172937375,0.27184920242150334,56.966274427820736,56.966274427820736,56.966274427820736
170.0,66.73361765758132,0.25,0.0,-1.6525979148142755,-1.6525979148142775,-2.14566870363825,0.27347126266015503,0.28455138944607683,66.73361765758132,66.73361765758132,66.73361765758132
170.0,75.34359890800032,0.3,0.0,-1.637753520449278,-1.6377535204492764,-2.139780444427546,0.28479069609341595,0.29660865496266203,75.34359890800032,75.34359890800032,75.34359890800032
170.0,90.04349224811831,0.4,0.0,-1.6072040347416865,-1.6072040347416878,-2.127834512939683,0.30571082194757326,0.3184521268062149,90.04349224811833,90.04349224811833,90.04349224811833
170.0,102.34852947065114,0.5,0.0,-1.5759250515962622,-1.575925051596259,-2.115841115549722,0.32420749012816735,0.3374531491529605,102.34852947065113,102.34852947065113,102.34852947065113
170.0,126.4495606867667,0.75,0.0,-1.495023456792206,-1.4950234567922063,-2.0859053261660807,0.3617779179722127,0.3754798912579842,126.4495606867667,126.4495606867667,126.4495606867667
170.0,144.4340844963191,1.0,0.0,-1.4098474120003923,-1.409847412000391,-2.0560114768023943,0.39063811450295044,0.4043189266461494,144.4340844963191,144.4340844963191,144.4340844963191
170.0,158.4510773641138,1.25,0.0,-1.3197550604887904,-1.3197550604887907,-2.0261246328212406,0.41378749154796957,0.42725828637309754,158.4510773641138,158.4510773641138,158.4510773641138
170.0,169.67604251439207,1.5,0.0,-1.224131540942199,-1.224131540942201,-1.9962719551110741,0.4329553703348535,0.4461290145569536,169.67604251439207,169.67604251439207,169.67604251439207
170.0,178.86635045094053,1.75,0.0,-1.1223511699961592,-1.1223511699961604,-1.9665199797839563,0.44919431370797813,0.4620300993064126,178.8663504509405,178.8663504509405,178.8663504509405
170.0,186.57347210563498,2.0,0.0,-1.013835646680654,-1.0138356466806553,-1.9369716690495298,0.46318369596983977,0.47566714971455054,186.57347210563498,186.57347210563498,186.57347210563498
170.0,193.25452417068763,2.25,0.0,-0.8983149555102996,-0.8983149555103013,-1.9077818507045698,0.4753832814008203,0.48751872154073467,193.25452417068763,193.25452417068763,193.25452417068763
170.0,199.34872534552358,2.5,0.0,-0.7765128254662159,-0.7765128254662138,-1.8791831448304896,0.48611672321741295,0.49792587834508095,199.34872534552358,199.34872534552358,199.34872534552358
170.0,205.32911360844378,2.75,0.0,-0.6515706809472536,-0.6515706809472541,-1.8514970121934184,0.49562392657071475,0.5071474239650188,205.32911360844378,205.32911360844378,205.32911360844378
170.0,211.67987216795188,3.0,0.0,-0.5307755621811598,-0.5307755621811588,-1.8250478976621396,0.5041046458264583,0.5154012486123286,211.67987216795188,211.67987216795188,211.67987216795188
180.0,-3.0947124032983797e-9,0.0,0.0,-1.4595020054086252,-1.4595020054086212,-2.062077088884917,0.43600233699706575,0.43600233699614827,-3.0947124032914157e-9,-3.0947124032914157e-9,-3.094712403312308e-9
180.0,6.564270839690344,0.05,0.0,-1.4588928104710248,-1.4588928104710275,-2.0618472121474634,0.43591908156534975,0.4364519933150723,6.564270839690344,6.564270839690344,6.564270839690344
180.0,13.090188600125382,0.1,0.0,-1.4570743871749903,-1.4570743871749932,-2.061161537291068,0.436199999678465,0.43725999030899887,13.090188600125382,13.090188600125382,13.090188600125382
180.0,19.541317304494765,0.15,0.0,-1.4540733981768585,-1.4540733981768594,-2.0600315825880258,0.43683291245732697,0.4384086699220356,19.541317304494765,19.541317304494765,19.541317304494765
180.0,25.884787324530958,0.2,0.0,-1.4499317076051559,-1.4499317076051557,-2.0584754558523133,0.43779696937018836,0.4398723558359278,25.884787324530954,25.884787324530954,25.884787324530954
180.0,32.092480282076096,0.25,0.0,-1.4447030439374227,-1.4447030439374213,-2.0565164412274703,0.4390646036809194,0.4416195157357207,32.092480282076096,32.092480282076096,32.092480282076096
180.0,38.14166596648658,0.3,0.0,-1.4384491958660293,-1.4384491958660297,-2.054181386941493,0.44060380097991436,0.44361512857560353,38.14166596648658,38.14166596648658,38.14166596648658
180.0,49.70082289078632,0.4,0.0,-1.4231315058056442,-1.4231315058056444,-2.0484990777787124,0.44435968461463254,0.448207195191653,49.70082289078631,49.70082289078631,49.70082289078631
180.0,60.483394785974646,0.5,0.0,-1.4045058114403761,-1.4045058114403757,-2.041660073993034,0.4487959713975035,0.4533732872475269,60.483394785974646,60.483394785974646,60.483394785974646
180.0,84.02989953506705,0.75,0.0,-1.3464196464135452,-1.3464196464135418,-2.0208235560207664,0.46143490877950644,0.4674042108627845,84.02989953506705,84.02989953506705,84.02989953506705
180.0,103.24707358276196,1.0,0.0,-1.2757882878693214,-1.2757882878693223,-1.9964744655641853,0.4745667910311199,0.48143724756202244,103.24707358276196,103.24707358276196,103.24707358276196
180.0,119.0107083766511,1.25,0.0,-1.1954331449012878,-1.1954331449012896,-1.9700615938749626,0.4871414758044783,0.4945757733839311,119.0107083766511,119.0107083766511,119.0107083766511
180.0,132.10604803870112,1.5,0.0,-1.1066832415078725,-1.1066832415078725,-1.9424361635345795,0.4987959896364017,0.5065687991351832,132.10604803870112,132.10604803870112,132.10604803870112
180.0,143.1685312350533,1.75,0.0,-1.0101564259800653,-1.0101564259800648,-1.914155867190241,0.509450337457876,0.5174119745106174,143.1685312350533,143.1685312350533,143.1685312350533
180.0,152.72258014060986,2.0,0.0,-0.906337071258296,-0.9063370712582957,-1.8856569476720253,0.5191281057480924,0.5271810983338902,152.72258014060986,152.72258014060986,152.72258014060986
180.0,161.23455860276056,2.25,0.0,-0.796245700000608,-0.796245700000607,-1.8573562457966362,0.5278825062235675,0.5359681104524839,161.23455860276056,161.23455860276056,161.23455860276056
180.0,169.15595528784996,2.5,0.0,-0.6824569065288099,-0.6824569065288093,-1.8297034339372167,0.5357698521736719,0.5438608193868143,169.15595528784996,169.15595528784996,169.15595528784996
180.0,176.92662465452648,2.75,0.0,-0.5702790344317284,-0.5702790344317276,-1.8031435073987228,0.5428516988480238,0.5509470674443862,176.92662465452648,176.92662465452648,176.92662465452648
180.0,184.89266914902979,3.0,0.0,-0.4675371774754832,-0.4675371774754824,-1.7779262782809402,0.5492184618418855,0.5573348486471393,184.8926691490298,184.8926691490298,184.8926691490298
190.0,-1.8251219679979328e-10,0.0,0.0,-1.164019976634829,-1.1640199766348278,-1.9440928295161937,0.5368064138166332,0.5368064138166042,-1.825121968006638e-10,-1.825121968006638e-10,-1.8251219679805222e-10
190.0,4.04349780804002,0.05,0.0,-1.16364331637615,-1.1636433163761504,-1.9439664838417596,0.536747998405118,0.5369532418025126,4.04349780804002,4.04349780804002,4.04349780804002
190.0,8.079579312804377,0.1,0.0,-1.16251457643517,-1.16251457643517,-1.943588041781029,0.5367779862566463,0.5371878153364991,8.079579312804377,8.079579312804377,8.079579312804377
190.0,12.100932436246802,0.15,0.0,-1.1606374497099914,-1.1606374497099914,-1.942959275124981,0.5368956952186835,0.5375088052937188,12.100932436246804,12.100932436246804,12.100932436246804
190.0,16.100449650233063,0.2,0.0,-1.158017993979769,-1.1580179939797688,-1.9420830939089326,0.537099791241283,0.5379142516973829,16.100449650233063,16.100449650233063,16.100449650233063
190.0,20.07132078645215,0.25,0.0,-1.1546644919128481,-1.1546644919128506,-1.9409634843951946,0.5373883254940195,0.538401610293036,20.07132078645215,20.07132078645215,20.07132078645215
190.0,24.007115267709192,0.3,0.0,-1.1505872655099643,-1.1505872655099645,-1.9396054267914562,0.537758785525861,0.5389678119797285,24.007115267709192,24.007115267709192,24.007115267709192
190.0,31.750051267522228,0.4,0.0,-1.1403117742918745,-1.1403117742918745,-1.9361982564630078,0.5387329976900919,0.5403222660194352,31.750051267522228,31.750051267522228,31.750051267522228
190.0,39.28767378087451,0.5,0.0,-1.1273059370885705,-1.1273059370885699,-1.9319173141840948,0.5399936038022178,0.541945331298655,39.28767378087451,39.28767378087451,39.28767378087451
190.0,57.04199581847541,0.75,0.0,-1.0837273721895044,-1.083727372189507,-1.917827786772371,0.5441748528221663,0.5469402349016493,57.04199581847541,57.04199581847541,57.04199581847541
190.0,73.06234507430975,1.0,0.0,-1.0260981640388587,-1.0260981640388553,-1.8997863472513667,0.5493908471151406,0.5528274036410311,73.06234507430975,73.06234507430975,73.06234507430975
190.0,87.35134167705574,1.25,0.0,-0.9564833682381386,-0.9564833682381397,-1.8788580945394076,0.5551600841964169,0.5591319032989307,87.35134167705574,87.35134167705574,87.35134167705574
190.0,100.08305036953281,1.5,0.0,-0.8767699251033416,-0.8767699251033413,-1.8559866197379593,0.5611165293964203,0.5655070674937961,100.0830503695328,100.0830503695328,100.0830503695328
190.0,111.52448416215516,1.75,0.0,-0.7889650623283472,-0.7889650623283465,-1.8320002769317525,0.5670026427903718,0.5717194681717593,111.52448416215516,111.52448416215516,111.52448416215516
190.0,121.99098450419866,2.0,0.0,-0.6957698930509183,-0.6957698930509183,-1.807646030658485,0.5726437823867235,0.5776191867654313,121.99098450419866,121.99098450419866,121.99098450419866
190.0,131.81457056296944,2.25,0.0,-0.6012040365039748,-0.6012040365039745,-1.783583429968921,0.577929802663353,0.5831191750803465,131.81457056296944,131.81457056296944,131.81457056296944
190.0,141.29682614305824,2.5,0.0,-0.5106371040245162,-0.5106371040245168,-1.7602890795050894,0.5828128573746286,0.5881905997525247,141.29682614305824,141.29682614305824,141.29682614305824
190.0,150.642734815743,2.75,0.0,-0.4294416223310653,-0.42944162233106564,-1.737912473431966,0.5873109214687928,0.592863415756304,150.642734815743,150.642734815743,150.642734815743
190.0,159.92412527570684,3.0,0.0,-0.36087458795532645,-0.3608745879553256,-1.7162503402702702,0.5914924866135725,0.5972101623807679,159.92412527570684,159.92412527570684,159.92412527570684
200.0,-1.810100176203764e-11,0.0,0.0,-0.731916618392079,-0.7319166183920782,-1.7953919275554664,0.6053222681971132,0.605322268197111,-1.8101001762690536e-11,-1.8101001762037635e-11,-1.8101001761384735e-11
200.0,2.786168942199431,0.05,0.0,-0.7316463358497141,-0.7316463358497141,-1.7953172098026855,0.6052876912014107,0.6053861406742503,2.786168942199431,2.786168942199431,2.786168942199431
200.0,5.5703927053556415,0.1,0.0,-0.730836105689518,-0.7308361056895193,-1.7950932748904478,0.6052824161507052,0.6054791886915215,5.5703927053556415,5.5703927053556415,5.5703927053556415
200.0,8.35074145129941,0.15,0.0,-0.729487778958856,-0.7294877789588556,-1.7947207761648494,0.605306336112629,0.6056011799426066,8.35074145129941,8.35074145129941,8.35074145129941
200.0,11.1253157940815,0.2,0.0,-0.7276044362856559,-0.7276044362856546,-1.7942007969243252,0.6053592320309259,0.6057517720421085,11.1253157940815,11.1253157940815,11.1253157940815
200.0,13.892261458382508,0.25,0.0,-0.72519038140455,-0.7251903814045494,-1.7935348421017978,0.6054407751582658,0.6059305159387217,13.892261458382508,13.892261458382508,13.892261458382508
200.0,16.649783266061927,0.3,0.0,-0.7222511340068759,-0.7222511340068741,-1.7927248269555576,0.6055505305996589,0.6061368603888462,16.649783266061927,16.649783266061927,16.649783266061927
200.0,22.12974799813662,0.4,0.0,-0.7148251342221014,-0.7148251342221023,-1.7906822372444537,0.6058524364343392,0.6066296684904372,22.12974799813662,22.12974799813662,22.12974799813662
200.0,27.552503158888907,0.5,0.0,-0.7053944382324023,-0.705394438232404,-1.7880959389800037,0.6062595437133034,0.6072239698980951,27.552503158888904,27.552503158888904,27.552503158888904
200.0,40.79139213825603,0.75,0.0,-0.6736604273878687,-0.6736604273878696,-1.779448225002102,0.6076908829060046,0.6091027187520788,40.79139213825603,40.79139213825603,40.79139213825603
200.0,53.491027394661764,1.0,0.0,-0.63182993467534,-0.63182993467534,-1.7681410067735015,0.6096061620496838,0.6114305714557081,53.49102739466177,53.49102739466177,53.49102739466177
200.0,65.6127797129172,1.25,0.0,-0.5823989145579632,-0.582398914557963,-1.7548116113707155,0.6118617693500772,0.6140613787191574,65.6127797129172,65.6127797129172,65.6127797129172
200.0,77.18518916834249,1.5,0.0,-0.5283959496369167,-0.5283959496369175,-1.740087239972891,0.6143235712488545,0.6168625661971807,77.18518916834249,77.18518916834249,77.18518916834249
200.0,88.27784903946298,1.75,0.0,-0.4730967465468664,-0.4730967465468632,-1.724490127130728,0.6168852548877098,0.6197317804703496,88.27784903946298,88.27784903946298,88.27784903946298
200.0,98.97054294221466,2.0,0.0,-0.419545674726792,-0.4195456747267923,-1.7083687516802044,0.6194773502579733,0.6226040898929704,98.97054294221468,98.97054294221468,98.97054294221468
200.0,109.32885157400786,2.25,0.0,-0.3700486452517116,-0.3700486452517114,-1.691882130867489,0.6220653015929692,0.625448737696094,109.32885157400786,109.32885157400786,109.32885157400786
200.0,119.39390370568965,2.5,0.0,-0.3259051779058939,-0.32590517790589374,-1.6750411167876893,0.6246390924875523,0.6282582848364586,119.39390370568967,119.39390370568967,119.39390370568967
200.0,129.18509961766688,2.75,0.0,-0.28748720516207243,-0.28748720516207066,-1.6577767202170086,0.6272007400881765,0.631036300728994,129.18509961766688,129.18509961766688,129.18509961766688
