reference_mode,muB_MeV,xi,alpha_T,T_MeV,species,channel,density,rate,contribution,species_total,contribution_share
legacy,900.0,0.5,1.2,150.88470963755142,u,uubar_to_uubar,0.011943601326677773,0.9684470627651102,0.011566745623658562,0.25576790586792186,0.045223600609341545
legacy,900.0,0.5,1.2,150.88470963755142,u,uubar_to_ddbar,0.011943601326677773,0.902866662716228,0.010783479470630674,0.25576790586792186,0.042161190764095496
legacy,900.0,0.5,1.2,150.88470963755142,u,usbar_to_usbar,0.003876015240667097,0.38691854557493044,0.0014997021795451772,0.25576790586792186,0.005863527616790282
legacy,900.0,0.5,1.2,150.88470963755142,u,uubar_to_ssbar,0.011943601326677773,0.015244435069206011,0.0001820734549170221,0.25576790586792186,0.0007118698270573656
legacy,900.0,0.5,1.2,150.88470963755142,ubar,dubar_to_dubar,0.6747308909571669,1.6251245158909808,1.096521712523456,2.5773995290986886,0.4254372285490824
legacy,900.0,0.5,1.2,150.88470963755142,ubar,uubar_to_uubar,0.6747308909571669,0.9684470627651102,0.6534411495043541,2.5773995290986886,0.2535273022777579
legacy,900.0,0.5,1.2,150.88470963755142,ubar,uubar_to_ddbar,0.6747308909571669,0.902866662716228,0.6091920277500443,2.5773995290986886,0.2363591755458563
legacy,900.0,0.5,1.2,150.88470963755142,ubar,subar_to_subar,0.2147844321400011,0.9089656490479865,0.1952316707655393,2.5773995290986886,0.07574753877363026
legacy,900.0,0.5,1.2,150.88470963755142,ubar,uubar_to_ssbar,0.6747308909571669,0.015244435069206011,0.010285891256384051,2.5773995290986886,0.003990802023612151
legacy,900.0,0.5,1.2,150.88470963755142,ubar,ubardbar_to_ubardbar,0.011943601326677773,0.5301972611120546,0.006332464711218857,2.5773995290986886,0.002456920100948923
legacy,900.0,0.5,1.2,150.88470963755142,ubar,ubarubar_to_ubarubar,0.011943601326677773,0.42427895797409126,0.005067418725340819,2.5773995290986886,0.001966097482415885
